FID,ck_rating_,created_datetime,dataset,geometry,hide,id,location_type,neighborho,posted_dat,reason,submission_sets.comments.length,submission_sets.comments.url,submission_sets.support.length,submission_sets.support.url,submitter,updated_datetime,url,user_avata,user_name,visible
1798,5,2014-08-04T15:48:28.314205+00:00,568,POINT (-73.9776399999999938 40.6835740000000001),0,235817,previous-suggestion,Boerum Hill,9/15/2011 0:00:00,,,,,,,2014-08-04T15:48:28.317184+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/235817,,Jenny,True
1795,5,2014-08-04T15:48:28.221828+00:00,568,POINT (-74.1779690000000045 40.5842099999999988),0,235816,previous-suggestion,Travis,9/15/2011 0:00:00,It would make sense to have a bike share located within NYC's largest park once it is completed,,,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/235816/support,,2014-08-04T15:48:28.224396+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/235816,,Leticia Remauro,True
1797,12,2014-08-04T15:48:28.192623+00:00,568,POINT (-73.9788630000000040 40.6839650000000006),0,235815,previous-suggestion,Boerum Hill,9/15/2011 0:00:00,I would like to bike to Prospect park from the atlantic/pacific station.,,,2,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/235815/support,,2014-08-04T15:48:28.195218+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/235815,,Jenny,True
1796,2,2014-08-04T15:48:28.187522+00:00,568,POINT (-73.9801290000000051 40.6721829999999969),0,235814,previous-suggestion,Park Slope,9/15/2011 0:00:00,,,,,,,2014-08-04T15:48:28.190761+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/235814,,Jenny,True
1794,4,2014-08-04T15:48:28.141974+00:00,568,POINT (-73.9998709999999988 40.6872350000000012),0,235813,previous-suggestion,Cobble Hill,9/15/2011 0:00:00,This is a great spot because it is over the BQE and accessible to both Cobble Hill and Columbia St residents in an area with little public transportation.,,,2,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/235813/support,,2014-08-04T15:48:28.144569+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/235813,,Anne,True
1793,15,2014-08-04T15:48:28.001281+00:00,568,POINT (-73.9122370000000046 40.8861089999999976),0,235812,previous-suggestion,Spuyten Duyvil,9/15/2011 0:00:00,It helps to commute back and forth from 1 train station - which is so far away.,,,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/235812/support,,2014-08-04T15:48:28.003698+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/235812,,,True
1792,10,2014-08-04T15:48:27.990092+00:00,568,POINT (-73.9255629999999968 40.7027720000000031),0,235811,previous-suggestion,Bushwick,9/15/2011 0:00:00,Bushwick is a great cycling neighborhood! Could have better cycling connections w/ Downtown Brooklyn and other neighborhoods that require several train transfers.,,,7,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/235811/support,,2014-08-04T15:48:27.992529+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/235811,,Evan,True
1791,4,2014-08-04T15:48:27.922660+00:00,568,POINT (-73.8875929999999954 40.8553640000000016),0,235810,previous-suggestion,Bedford Park,9/15/2011 0:00:00,it's Arthur Ave!,,,2,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/235810/support,,2014-08-04T15:48:27.925624+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/235810,,Wright,True
1789,4,2014-08-04T15:48:27.839863+00:00,568,POINT (-73.9579849999999936 40.7845780000000033),0,235809,previous-suggestion,Upper East Side,9/15/2011 0:00:00,its at Engineers gate in CP. and is ont eh East-West bike paths in carnegie hill,,,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/235809/support,,2014-08-04T15:48:27.848182+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/235809,,David,True
1790,3,2014-08-04T15:48:27.830005+00:00,568,POINT (-73.8340239999999994 40.8819289999999995),0,235808,previous-suggestion,Williamsbridge,9/15/2011 0:00:00,,,,,,,2014-08-04T15:48:27.832751+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/235808,,Wright,True
