FID,ck_rating_,created_datetime,dataset,geometry,hide,id,location_type,neighborho,posted_dat,reason,submission_sets.support.length,submission_sets.support.url,submitter,updated_datetime,url,user_avata,user_name,visible
4544,2,2014-08-04T15:51:29.816324+00:00,568,POINT (-73.9546160000000015 40.6427219999999991),0,238518,previous-suggestion,Flatbush,10/23/2011 0:00:00,This is the intersection of two decent bike lanes.,,,,2014-08-04T15:51:29.839461+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/238518,,Jacob,True
4545,1,2014-08-04T15:51:29.835484+00:00,568,POINT (-73.9556460000000015 40.6465320000000006),0,238517,previous-suggestion,Flatbush,10/23/2011 0:00:00,Right on the bike lane.,,,,2014-08-04T15:51:29.838356+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/238517,,Jacob,True
4542,1,2014-08-04T15:51:29.660971+00:00,568,POINT (-73.9490370000000041 40.6450340000000025),0,238516,previous-suggestion,Flatbush,10/23/2011 0:00:00,Right on the subway station!,,,,2014-08-04T15:51:29.664060+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/238516,,Jacob,True
4540,0,2014-08-04T15:51:29.586512+00:00,568,POINT (-73.9180949999999939 40.6508949999999984),0,238515,previous-suggestion,East Flatbush,,Lots of houses here,,,,2014-08-04T15:51:29.589740+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/238515,,Jacob,True
4541,0,2014-08-04T15:51:29.555338+00:00,568,POINT (-73.9380510000000015 40.6511879999999977),0,238514,previous-suggestion,East Flatbush,,Lots of houses here,,,,2014-08-04T15:51:29.557968+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/238514,,Jacob,True
4539,0,2014-08-04T15:51:29.540353+00:00,568,POINT (-73.9100700000000046 40.6589689999999990),0,238513,previous-suggestion,Brownsville,,Lotsa homes,,,,2014-08-04T15:51:29.543135+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/238513,,Jacob,True
4538,0,2014-08-04T15:51:29.458192+00:00,568,POINT (-73.9165500000000009 40.6575369999999978),0,238512,previous-suggestion,Brownsville,,On a bike route,,,,2014-08-04T15:51:29.461494+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/238512,,Jacob,True
4537,3,2014-08-04T15:51:29.372791+00:00,568,POINT (-73.9164650000000023 40.6612160000000031),0,238511,previous-suggestion,Brownsville,10/23/2011 0:00:00,Right next to the subway!,,,,2014-08-04T15:51:29.376522+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/238511,,Jacob,True
4535,2,2014-08-04T15:51:29.297983+00:00,568,POINT (-73.8869820000000033 40.6619320000000002),0,238510,previous-suggestion,East New York,10/23/2011 0:00:00,Good number of people live here. It'll give new options for getting around the nabe.,,,,2014-08-04T15:51:29.300788+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/238510,,Jacob,True
4536,4,2014-08-04T15:51:29.254164+00:00,568,POINT (-73.9089110000000034 40.6621919999999974),0,238509,previous-suggestion,Brownsville,10/23/2011 0:00:00,Right next to the subway!,,,,2014-08-04T15:51:29.256666+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/238509,,Jacob,True
4534,1,2014-08-04T15:51:29.141656+00:00,568,POINT (-73.8893419999999992 40.6649590000000032),0,238508,previous-suggestion,East New York,10/23/2011 0:00:00,Right next to the subway!,,,,2014-08-04T15:51:29.157497+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/238508,,Jacob,True
