FID,ck_rating_,created_datetime,dataset,geometry,hide,id,location_type,neighborho,posted_dat,reason,submission_sets.comments.length,submission_sets.comments.url,submission_sets.support.length,submission_sets.support.url,submitter,updated_datetime,url,user_avata,user_name,visible
5245,1,2014-08-04T15:52:12.339809+00:00,568,POINT (-73.8933549999999997 40.7084649999999968),0,239218,previous-suggestion,Ridgewood,1/29/2012 0:00:00,,,,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239218/support,,2014-08-04T15:52:12.343347+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239218,,,True
5244,1,2014-08-04T15:52:12.267376+00:00,568,POINT (-73.9216789999999975 40.7300630000000012),0,239217,previous-suggestion,Blissville,1/29/2012 0:00:00,,,,,,,2014-08-04T15:52:12.270537+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239217,,,True
5242,1,2014-08-04T15:52:12.211790+00:00,568,POINT (-73.9582429999999960 40.7842210000000023),0,239216,previous-suggestion,Upper East Side,1/29/2012 0:00:00,I feel like having a bike station close to the park is perfect for tourists and it's also 10 mins from my house.,,,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239216/support,,2014-08-04T15:52:12.219712+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239216,,Linnea,True
5243,1,2014-08-04T15:52:12.214952+00:00,568,POINT (-73.9624910000000000 40.6098399999999984),0,239215,previous-suggestion,Gravesend,1/29/2012 0:00:00,this is a central location with lots of shops from Avenue U to Avenue J,,,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239215/support,,2014-08-04T15:52:12.217960+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239215,,,True
5241,0,2014-08-04T15:52:12.155364+00:00,568,POINT (-73.9545520000000067 40.7215500000000006),0,239214,previous-suggestion,Williamsburg,,- perfect central location between Williamsburg and Greenpoint - idea cross-path for bike station - located between both McCarren and East River Parks - Easily accessible to both L and G Trains and Bus lines B62,,,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239214/support,,2014-08-04T15:52:12.157836+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239214,http://a2.twimg.com/profile_images/1517587845/fishdream.2_normal.jpg,lu caldarola,True
5240,0,2014-08-04T15:52:12.077018+00:00,568,POINT (-73.9609889999999979 40.6656400000000033),0,239213,previous-suggestion,Prospect Lefferts Gardens,1/28/2012 0:00:00,This neighborhood has many people who cannot afford a bike of their own. Having a station at the edge of Prospect Park will help many of us enjoy the park and have access to areas near the park.,,,,,,2014-08-04T15:52:12.079897+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239213,,Chris OConnor,True
5239,1,2014-08-04T15:52:12.022419+00:00,568,POINT (-73.9683059999999983 40.6794080000000022),0,239212,previous-suggestion,Prospect Heights,1/28/2012 0:00:00,,,,3,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239212/support,,2014-08-04T15:52:12.029893+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239212,,Jessie,True
5238,2,2014-08-04T15:52:12.020013+00:00,568,POINT (-73.9740139999999968 40.6721179999999976),0,239211,previous-suggestion,Park Slope,1/28/2012 0:00:00,Convenient location between 7th avenue and the park.,,,2,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239211/support,,2014-08-04T15:52:12.023416+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239211,,,True
5236,1,2014-08-04T15:52:11.948082+00:00,568,POINT (-73.9195969999999960 40.8043229999999966),0,239210,previous-suggestion,Mott Haven,1/28/2012 0:00:00,,,,,,,2014-08-04T15:52:11.952235+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239210,,,True
5237,0,2014-08-04T15:52:11.888379+00:00,568,POINT (-73.9195220000000006 40.8042420000000021),0,239209,previous-suggestion,Mott Haven,1/28/2012 0:00:00,,,,,,,2014-08-04T15:52:11.891340+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239209,,,True
5235,0,2014-08-04T15:52:11.864147+00:00,568,POINT (-74.0020159999999976 40.6714989999999972),0,239208,previous-suggestion,Gowanus,,It's a hard place to get to,,,2,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239208/support,,2014-08-04T15:52:11.866539+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239208,,sandye,True
5234,1,2014-08-04T15:52:11.806234+00:00,568,POINT (-73.9858799999999945 40.6825649999999968),0,239207,previous-suggestion,Boerum Hill,1/28/2012 0:00:00,I would bike to work,,,,,,2014-08-04T15:52:11.809398+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239207,,Luther,True
5233,0,2014-08-04T15:52:11.724858+00:00,568,POINT (-73.9538330000000030 40.8011640000000000),0,239206,previous-suggestion,Harlem,,They are a cheaper and healthier way to get around. I live around the corner,,,3,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239206/support,,2014-08-04T15:52:11.728051+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239206,,Greg Mirza-Avakyan,True
5232,2,2014-08-04T15:52:11.702677+00:00,568,POINT (-73.7406029999999930 40.7749019999999973),0,239205,previous-suggestion,Little Neck,1/28/2012 0:00:00,A bike station here would allow commuters to bike to the Little Neck LIRR station.,,,3,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239205/support,,2014-08-04T15:52:11.705106+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239205,,David,True
5231,2,2014-08-04T15:52:11.690105+00:00,568,POINT (-73.7721719999999976 40.7548400000000015),0,239204,previous-suggestion,Bayside,1/28/2012 0:00:00,This would give the IS 158 kids a biking option to and from school,,,,,,2014-08-04T15:52:11.693287+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239204,,David,True
5230,1,2014-08-04T15:52:11.619256+00:00,568,POINT (-73.7717970000000065 40.7622829999999965),0,239203,previous-suggestion,Bayside,1/28/2012 0:00:00,It's the transit hub of downtown Bayside,,,,,,2014-08-04T15:52:11.626530+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239203,,David,True
5229,2,2014-08-04T15:52:11.521944+00:00,568,POINT (-73.9369030000000009 40.8551179999999974),0,239202,previous-suggestion,Washington Heights,1/28/2012 0:00:00,I live 1 block from here and will be able to use bike to get to work or go to the park.,,,,,,2014-08-04T15:52:11.528847+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239202,,Analuz,True
5227,0,2014-08-04T15:52:11.487409+00:00,568,POINT (-73.9439950000000010 40.8027400000000000),0,239201,previous-suggestion,East Harlem,,Looking for a bike stand in a safe,,,3,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239201/support,,2014-08-04T15:52:11.491401+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239201,,,True
5226,2,2014-08-04T15:52:11.480599+00:00,568,POINT (-73.9805159999999944 40.7749099999999984),0,239200,previous-suggestion,Upper West Side,1/27/2012 0:00:00,My son lives right near here.,,,5,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239200/support,,2014-08-04T15:52:11.483114+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239200,,Chris,True
5228,3,2014-08-04T15:52:11.466900+00:00,568,POINT (-73.9429540000000003 40.8400710000000018),0,239199,previous-suggestion,Washington Heights,1/28/2012 0:00:00,I work here and I live at a biking distance.,,,,,,2014-08-04T15:52:11.470102+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239199,,Analuz,True
5225,1,2014-08-04T15:52:11.347151+00:00,568,POINT (-73.9561609999999945 40.7871450000000024),0,239198,previous-suggestion,Upper East Side,1/27/2012 0:00:00,,,,,,,2014-08-04T15:52:11.350925+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239198,,,True
5224,0,2014-08-04T15:52:11.276695+00:00,568,POINT (-73.9716970000000060 40.7943909999999974),0,239197,previous-suggestion,Upper West Side,,This is an UWS hub,,,10,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239197/support,,2014-08-04T15:52:11.279630+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239197,,,True
5222,0,2014-08-04T15:52:11.225958+00:00,568,POINT (-73.9836489999999998 40.6720529999999982),0,239196,previous-suggestion,Park Slope,,There is a newly renovated park (JJ Byrne/Washington); Old Stone House,,,2,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239196/support,,2014-08-04T15:52:11.228841+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239196,,Christine,True
5223,1,2014-08-04T15:52:11.201950+00:00,568,POINT (-73.9350249999999960 40.6969160000000016),0,239195,previous-suggestion,Bedford-Stuyvesant,1/27/2012 0:00:00,it's where the m splits off from the jz,,,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239195/support,,2014-08-04T15:52:11.206097+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239195,,United States,True
5221,1,2014-08-04T15:52:11.127860+00:00,568,POINT (-73.9638110000000069 40.8078229999999991),0,239194,previous-suggestion,Morningside Heights,1/27/2012 0:00:00,Roar Lions Roar!,,,,,,2014-08-04T15:52:11.131179+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239194,,,True
5220,2,2014-08-04T15:52:11.093953+00:00,568,POINT (-73.9166359999999969 40.7697259999999986),0,239193,previous-suggestion,Long Island City,1/26/2012 0:00:00,I live nearby.,,,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239193/support,,2014-08-04T15:52:11.096843+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239193,,,True
5219,5,2014-08-04T15:52:10.981982+00:00,568,POINT (-73.8800289999999933 40.5625810000000016),0,239192,previous-suggestion,Breezy Point,1/26/2012 0:00:00,I can cycle to the beach.,,,2,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239192/support,,2014-08-04T15:52:10.984460+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239192,,Daniel U. PE,True
5218,0,2014-08-04T15:52:10.935682+00:00,568,POINT (-73.9536719999999974 40.7708799999999982),0,239191,previous-suggestion,Upper East Side,,Easy access to the 6 train at 77th. And also easy access to the overpass for biking along the east river. Plus,,,,,,2014-08-04T15:52:10.938503+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239191,,Dan S,True
5217,0,2014-08-04T15:52:10.929750+00:00,568,POINT (-73.9817599999999942 40.6671210000000016),0,239190,previous-suggestion,Park Slope,,The site is located near a busy intersection with transit (7th Ave-F,,,9,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239190/support,,2014-08-04T15:52:10.933043+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239190,,Chris Van Eyken,True
5216,0,2014-08-04T15:52:10.905523+00:00,568,POINT (-73.9323650000000043 40.7571470000000033),0,239189,previous-suggestion,Long Island City,,It's close to my girlfriends house and we love to commute/ride together for pleasure,,,,,,2014-08-04T15:52:10.908032+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239189,,Ranjit,True
5215,0,2014-08-04T15:52:10.792064+00:00,568,POINT (-73.9133640000000014 40.7442649999999986),0,239188,previous-suggestion,Sunnyside,,I want a bike share here because it's a very convenient location,,,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239188/support,,2014-08-04T15:52:10.795931+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239188,,Cat,True
