FID,ck_rating_,created_datetime,dataset,geometry,hide,id,location_type,neighborho,posted_dat,reason,submission_sets.comments.length,submission_sets.comments.url,submission_sets.support.length,submission_sets.support.url,submitter,updated_datetime,url,user_avata,user_name,visible
1298,10,2014-08-04T15:47:57.884199+00:00,568,POINT (-73.9818250000000006 40.7775760000000034),0,235317,previous-suggestion,Upper West Side,9/15/2011 0:00:00,It is a major hub (near superbusy 72 St and Broadway subway station) and near Riverside Park and Central Park,,,2,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/235317/support,,2014-08-04T15:47:57.892484+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/235317,,,True
1297,4,2014-08-04T15:47:57.742695+00:00,568,POINT (-73.8742139999999949 40.8187640000000016),0,235316,previous-suggestion,Soundview,9/15/2011 0:00:00,soundview park has the best bike path!,,,,,,2014-08-04T15:47:57.745707+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/235316,,,True
1296,3,2014-08-04T15:47:57.732149+00:00,568,POINT (-73.9314310000000035 40.6691399999999987),0,235315,previous-suggestion,Crown Heights,9/15/2011 0:00:00,work,,,,,,2014-08-04T15:47:57.735627+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/235315,,Aryeh,True
1294,5,2014-08-04T15:47:57.672801+00:00,568,POINT (-73.9285560000000004 40.6659009999999981),0,235314,previous-suggestion,Crown Heights,9/15/2011 0:00:00,next to park,,,,,,2014-08-04T15:47:57.679714+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/235314,,Aryeh,True
1295,0,2014-08-04T15:47:57.638733+00:00,568,POINT (-73.9411410000000018 40.8526829999999990),0,235313,previous-suggestion,Washington Heights,,It is near the greenway and it is a nice area,,,3,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/235313/support,,2014-08-04T15:47:57.641249+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/235313,,Tootie,True
1293,7,2014-08-04T15:47:57.546608+00:00,568,POINT (-73.9430179999999950 40.6642239999999973),0,235312,previous-suggestion,Crown Heights,9/15/2011 0:00:00,I shop there,,,3,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/235312/support,,2014-08-04T15:47:57.549241+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/235312,,Aryeh,True
1292,12,2014-08-04T15:47:57.508460+00:00,568,POINT (-73.8435079999999999 40.7516370000000023),0,235311,previous-suggestion,Flushing Meadows,9/15/2011 0:00:00,This would allow people to get off the Subway and enjoy the park on bicycle.,,,6,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/235311/support,,2014-08-04T15:47:57.511051+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/235311,,Mike,True
1290,7,2014-08-04T15:47:57.388693+00:00,568,POINT (-73.9578350000000029 40.6743639999999971),0,235310,previous-suggestion,Crown Heights,9/15/2011 0:00:00,It's near a metro station but this area of Prospect Heights/Crown Heights is not totally accessable by train. Easier to ride a bike than wait half an hour for the bus! Every subway line is a 7-20 minute walk away.,,,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/235310/support,,2014-08-04T15:47:57.391645+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/235310,,DARCY STOCKTON,True
1291,4,2014-08-04T15:47:57.376801+00:00,568,POINT (-73.9027099999999990 40.7454430000000016),0,235309,previous-suggestion,Woodside,9/15/2011 0:00:00,This is such a central location for Woodside and could boost the neighborhood's commerce.,,,,,,2014-08-04T15:47:57.380824+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/235309,,Mike,True
1288,5,2014-08-04T15:47:57.343026+00:00,568,POINT (-73.8378220000000027 40.8272019999999998),0,235308,previous-suggestion,Throgs Neck,9/15/2011 0:00:00,the Hutchinson greenway is RIGHT there! makes perfect sense,,,,,,2014-08-04T15:47:57.346139+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/235308,,,True
1289,8,2014-08-04T15:47:57.331513+00:00,568,POINT (-73.9517629999999997 40.7147780000000026),0,235307,previous-suggestion,Williamsburg,9/15/2011 0:00:00,Conveniently located to serve the Union Pool crowd and assist them with their mobility needs.,,,,,,2014-08-04T15:47:57.336260+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/235307,,Ronald,True
1287,0,2014-08-04T15:47:57.185798+00:00,568,POINT (-73.9247469999999964 40.8098060000000018),0,235306,previous-suggestion,Mott Haven,,This location is close to the train,,,8,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/235306/support,,2014-08-04T15:47:57.188648+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/235306,http://a1.twimg.com/profile_images/1181354841/fbpic2_normal.jpg,Kelly Moltzen,True
1285,13,2014-08-04T15:47:57.135073+00:00,568,POINT (-73.9524279999999976 40.7181920000000019),0,235305,previous-suggestion,Williamsburg,9/15/2011 0:00:00,by the park and farmers' market. convenient to ride all over north brooklyn!,,,2,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/235305/support,,2014-08-04T15:47:57.138618+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/235305,,,True
1286,12,2014-08-04T15:47:57.109946+00:00,568,POINT (-73.8596229999999991 40.8383719999999997),0,235304,previous-suggestion,Parkchester,9/15/2011 0:00:00,bikes rock!,,,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/235304/support,,2014-08-04T15:47:57.112426+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/235304,,,True
1279,3,2014-08-04T15:47:57.080850+00:00,568,POINT (-73.9634889999999956 40.7759659999999968),0,235303,previous-suggestion,Upper East Side,9/15/2011 0:00:00,It's near the park but not right at the entrance - if it was too close to the entrance there would never be a bike available.,,,,,,2014-08-04T15:47:57.083367+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/235303,,Amanda,True
1284,0,2014-08-04T15:47:57.028620+00:00,568,POINT (-73.8774760000000015 40.8110560000000007),0,235302,previous-suggestion,Hunts Point,,We bike here in the bronx,,,,,,2014-08-04T15:47:57.030882+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/235302,,Kris,True
1283,0,2014-08-04T15:47:56.953979+00:00,568,POINT (-73.9716319999999996 40.7946990000000014),0,235301,previous-suggestion,Upper West Side,,There is space across the street from the 96th St subway stop for a station. Prime spot for bike station and if there are no bikes,,,7,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/235301/support,,2014-08-04T15:47:56.956724+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/235301,,Edwin,True
1282,5,2014-08-04T15:47:56.945468+00:00,568,POINT (-73.8512979999999999 40.8099890000000016),0,235300,previous-suggestion,Castle Hill,9/15/2011 0:00:00,This a great place for bikes,,,,,,2014-08-04T15:47:56.947768+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/235300,,Reginald Fowle,True
1281,6,2014-08-04T15:47:56.885958+00:00,568,POINT (-73.8751589999999965 40.8183310000000006),0,235299,previous-suggestion,Soundview,9/15/2011 0:00:00,Greener everything,,,,,,2014-08-04T15:47:56.888430+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/235299,,Reginald Fowle,True
1280,1,2014-08-04T15:47:56.812815+00:00,568,POINT (-73.9442949999999968 40.7947010000000034),0,235298,previous-suggestion,East Harlem,9/15/2011 0:00:00,worth a punt,,,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/235298/support,,2014-08-04T15:47:56.815156+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/235298,,howard miller,True
1276,3,2014-08-04T15:47:56.736235+00:00,568,POINT (-73.9749800000000022 40.7927499999999981),0,235297,previous-suggestion,Upper West Side,9/15/2011 0:00:00,b/c west end ave needs a station. . . right near the amazing riverside park. . . broadway. . . and 92nd st is a happening street and the area around is just picking up and full of stores & commerce!,,,2,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/235297/support,,2014-08-04T15:47:56.740144+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/235297,,,True
1278,4,2014-08-04T15:47:56.648705+00:00,568,POINT (-73.9772750000000059 40.7792320000000004),0,235296,previous-suggestion,Upper West Side,9/15/2011 0:00:00,I live here (along with thousands of other people,,,5,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/235296/support,,2014-08-04T15:47:56.651083+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/235296,http://a2.twimg.com/profile_images/1504141674/twitter_normal.jpg,NWiener,True
