FID,ck_rating_,created_datetime,dataset,geometry,hide,id,location_type,neighborho,posted_dat,reason,submission_sets.support.length,submission_sets.support.url,submitter,updated_datetime,url,user_avata,user_name,visible
194,0,2014-08-04T15:46:57.850883+00:00,568,POINT (-73.9906869999999941 40.6890739999999980),0,234217,previous-suggestion,Downtown Brooklyn,,This location makes sense,,,,2014-08-04T15:46:57.853790+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234217,,,True
195,132,2014-08-04T15:46:57.836232+00:00,568,POINT (-73.9512900000000002 40.7108089999999976),0,234216,previous-suggestion,Williamsburg,9/14/2011 0:00:00,This is at a main crossroad on a bike lane that goes to and from the wburg bridge!,2,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234216/support,,2014-08-04T15:46:57.838878+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234216,http://graph.facebook.com/691841338/picture?type=large,Julien,True
196,40,2014-08-04T15:46:57.833302+00:00,568,POINT (-73.9579640000000040 40.6709299999999985),0,234215,previous-suggestion,Crown Heights,9/14/2011 0:00:00,,8,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234215/support,,2014-08-04T15:46:57.836390+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234215,,,True
193,12,2014-08-04T15:46:57.785249+00:00,568,POINT (-73.8779059999999959 40.7358469999999997),0,234214,previous-suggestion,Elmhurst,9/14/2011 0:00:00,bus alternative,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234214/support,,2014-08-04T15:46:57.788441+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234214,,,True
192,0,2014-08-04T15:46:57.664734+00:00,568,POINT (-73.8462009999999935 40.7456549999999993),0,234213,previous-suggestion,Flushing Meadows,,Right by the Unisphere,5,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234213/support,,2014-08-04T15:46:57.667094+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234213,http://a2.twimg.com/profile_images/1386403174/marcus_normal.jpg,Marcus Woollen,True
191,23,2014-08-04T15:46:57.660751+00:00,568,POINT (-73.9407120000000049 40.7075869999999966),0,234212,previous-suggestion,Williamsburg,9/14/2011 0:00:00,It is right by the L train and in a neighborhood that isn't very accessible unless you walk 20-30 min or take a bus to grocery stores or other train stops.,2,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234212/support,,2014-08-04T15:46:57.664718+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234212,,,True
190,0,2014-08-04T15:46:57.626236+00:00,568,POINT (-73.9364730000000066 40.7448049999999995),0,234211,previous-suggestion,Sunnyside,,Near LGACC adn the NYC DDC,2,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234211/support,,2014-08-04T15:46:57.629193+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234211,,EDP,True
189,9,2014-08-04T15:46:57.584407+00:00,568,POINT (-73.8712969999999984 40.7331140000000005),0,234210,previous-suggestion,Corona,9/14/2011 0:00:00,alternative to bus,,,,2014-08-04T15:46:57.586951+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234210,,,True
188,45,2014-08-04T15:46:57.498385+00:00,568,POINT (-73.9721040000000016 40.7818809999999985),0,234209,previous-suggestion,Upper West Side,9/14/2011 0:00:00,This station can be used for both the museum and the Delacorte in the park.,12,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234209/support,,2014-08-04T15:46:57.500663+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234209,,,True
187,22,2014-08-04T15:46:57.410305+00:00,568,POINT (-73.9441230000000047 40.6993229999999997),0,234207,previous-suggestion,Williamsburg,9/14/2011 0:00:00,It's a convenient area near north and south bike lanes that many people use to get to and from work.,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234207/support,,2014-08-04T15:46:57.414505+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234207,,Seth,True
186,24,2014-08-04T15:46:57.399535+00:00,568,POINT (-74.0193540000000070 40.6871269999999967),0,234208,previous-suggestion,Governors Island,9/14/2011 0:00:00,Bring back the summer bikes all year around!,2,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234208/support,,2014-08-04T15:46:57.402863+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234208,,Anna,True
185,0,2014-08-04T15:46:57.384911+00:00,568,POINT (-73.8436800000000062 40.7518159999999980),0,234206,previous-suggestion,Flushing Meadows,,With such limited subway access to this park,6,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234206/support,,2014-08-04T15:46:57.388312+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234206,http://a2.twimg.com/profile_images/1386403174/marcus_normal.jpg,Marcus Woollen,True
