FID,ck_rating_,created_datetime,dataset,geometry,hide,id,location_type,neighborho,posted_dat,reason,submission_sets.comments.length,submission_sets.comments.url,submission_sets.support.length,submission_sets.support.url,submitter,updated_datetime,url,user_avata,user_name,visible
6251,1,2014-08-04T15:53:12.169928+00:00,568,POINT (-73.9796359999999993 40.6612050000000025),0,240218,previous-suggestion,Park Slope,5/1/2012 0:00:00,,,,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240218/support,,2014-08-04T15:53:12.173818+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240218,,joseph,True
6249,1,2014-08-04T15:53:12.143254+00:00,568,POINT (-73.9640359999999930 40.7677679999999967),0,240217,previous-suggestion,Upper East Side,5/1/2012 0:00:00,Hunter College is a huge commuter school; it would help students get to other areas of Manhattan during the day or home without having to deal with the crowded 6 train.,,,6,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240217/support,,2014-08-04T15:53:12.148857+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240217,,,True
6248,1,2014-08-04T15:53:12.078050+00:00,568,POINT (-73.9014229999999941 40.7386479999999978),0,240216,previous-suggestion,Woodside,5/1/2012 0:00:00,,,,,,,2014-08-04T15:53:12.082617+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240216,,,True
6247,1,2014-08-04T15:53:12.017061+00:00,568,POINT (-73.9555179999999979 40.7637780000000021),0,240215,previous-suggestion,Upper East Side,5/1/2012 0:00:00,,,,,,,2014-08-04T15:53:12.019937+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240215,,,True
6246,1,2014-08-04T15:53:11.987243+00:00,568,POINT (-73.9554849999999959 40.7638680000000022),0,240214,previous-suggestion,Upper East Side,5/1/2012 0:00:00,,,,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240214/support,,2014-08-04T15:53:11.990213+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240214,,,True
6245,1,2014-08-04T15:53:11.977129+00:00,568,POINT (-73.9551529999999957 40.7636809999999983),0,240213,previous-suggestion,Upper East Side,5/1/2012 0:00:00,,,,,,,2014-08-04T15:53:11.979838+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240213,,,True
6244,2,2014-08-04T15:53:11.926365+00:00,568,POINT (-73.9688000000000017 40.7715630000000004),0,240212,previous-suggestion,Upper East Side,5/1/2012 0:00:00,i live here,,,,,,2014-08-04T15:53:11.928811+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240212,,,True
6243,1,2014-08-04T15:53:11.853523+00:00,568,POINT (-73.9557750000000027 40.7636809999999983),0,240211,previous-suggestion,Upper East Side,5/1/2012 0:00:00,,,,,,,2014-08-04T15:53:11.856537+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240211,,,True
6242,1,2014-08-04T15:53:11.821253+00:00,568,POINT (-73.9557319999999976 40.7635020000000026),0,240210,previous-suggestion,Upper East Side,5/1/2012 0:00:00,,,,,,,2014-08-04T15:53:11.825414+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240210,,,True
6240,1,2014-08-04T15:53:11.723881+00:00,568,POINT (-73.9554100000000005 40.7641199999999984),0,240209,previous-suggestion,Upper East Side,5/1/2012 0:00:00,,,,,,,2014-08-04T15:53:11.726490+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240209,,,True
6241,2,2014-08-04T15:53:11.705321+00:00,568,POINT (-73.9554750000000070 40.7638919999999985),0,240208,previous-suggestion,Upper East Side,5/1/2012 0:00:00,,,,,,,2014-08-04T15:53:11.711240+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240208,,,True
6237,1,2014-08-04T15:53:11.642667+00:00,568,POINT (-73.9550239999999945 40.7638109999999969),0,240207,previous-suggestion,Upper East Side,5/1/2012 0:00:00,,,,,,,2014-08-04T15:53:11.645427+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240207,,,True
6239,1,2014-08-04T15:53:11.635677+00:00,568,POINT (-73.9547239999999988 40.7636159999999990),0,240206,previous-suggestion,Roosevelt Island,5/1/2012 0:00:00,,,,,,,2014-08-04T15:53:11.638579+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240206,,,True
6238,1,2014-08-04T15:53:11.476033+00:00,568,POINT (-73.9549810000000036 40.7636480000000034),0,240205,previous-suggestion,Roosevelt Island,5/1/2012 0:00:00,,,,,,,2014-08-04T15:53:11.480288+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240205,,,True
6236,1,2014-08-04T15:53:11.471809+00:00,568,POINT (-73.9552390000000059 40.7637780000000021),0,240204,previous-suggestion,Upper East Side,5/1/2012 0:00:00,,,,,,,2014-08-04T15:53:11.475546+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240204,,,True
6235,1,2014-08-04T15:53:11.461010+00:00,568,POINT (-73.9553889999999967 40.7639569999999978),0,240203,previous-suggestion,Upper East Side,5/1/2012 0:00:00,,,,,,,2014-08-04T15:53:11.463988+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240203,,,True
