FID,ck_rating_,created_datetime,dataset,geometry,hide,id,location_type,neighborho,posted_dat,reason,submission_sets.support.length,submission_sets.support.url,submitter,updated_datetime,url,user_avata,user_name,visible
897,28,2014-08-04T15:47:36.547237+00:00,568,POINT (-74.0113070000000022 40.6716630000000023),0,234917,previous-suggestion,Red Hook,9/14/2011 0:00:00,You can bike to Ikea pretty easily and then cab it home with the heavy stuff.,14,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234917/support,,2014-08-04T15:47:36.549720+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234917,,Danny,True
896,2,2014-08-04T15:47:36.492051+00:00,568,POINT (-73.8461479999999995 40.7185869999999994),0,234916,previous-suggestion,Forest Hills,9/14/2011 0:00:00,,,,,2014-08-04T15:47:36.494610+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234916,,,True
895,0,2014-08-04T15:47:36.404523+00:00,568,POINT (-73.9076879999999932 40.7026749999999993),0,234915,previous-suggestion,Ridgewood,,Because Seneca Avenue Station is located on Seneca Avenue,3,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234915/support,,2014-08-04T15:47:36.407324+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234915,,,True
893,0,2014-08-04T15:47:36.397548+00:00,568,POINT (-73.9076879999999932 40.7026749999999993),0,234914,previous-suggestion,Ridgewood,,Because Seneca Avenue Station is located on Seneca Avenue,,,,2014-08-04T15:47:36.400187+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234914,,Jenny Li,True
894,13,2014-08-04T15:47:36.350515+00:00,568,POINT (-73.9620830000000069 40.6606930000000020),0,234913,previous-suggestion,Prospect Lefferts Gardens,9/14/2011 0:00:00,So people can ride the bikes in the park.,17,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234913/support,,2014-08-04T15:47:36.353743+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234913,,Miss Lee,True
892,1,2014-08-04T15:47:36.290900+00:00,568,POINT (-73.8456330000000065 40.7171560000000028),0,234912,previous-suggestion,Forest Hills,9/14/2011 0:00:00,,,,,2014-08-04T15:47:36.293810+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234912,,,True
891,2,2014-08-04T15:47:36.183791+00:00,568,POINT (-73.8434010000000001 40.7167010000000005),0,234911,previous-suggestion,Forest Hills,9/14/2011 0:00:00,,,,,2014-08-04T15:47:36.186443+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234911,,,True
890,9,2014-08-04T15:47:36.120723+00:00,568,POINT (-73.9437800000000038 40.8153750000000031),0,234910,previous-suggestion,Harlem,9/14/2011 0:00:00,Harlem needs bikes!,5,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234910/support,,2014-08-04T15:47:36.125769+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234910,http://a1.twimg.com/profile_images/787045686/casual_sass_normal.jpg,Casual_sass,True
888,17,2014-08-04T15:47:36.122535+00:00,568,POINT (-73.9943339999999949 40.6851690000000019),0,234909,previous-suggestion,Cobble Hill,9/14/2011 0:00:00,Live near here; also near a movie theatre and many restaurants that are likely destinations for other users.,6,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234909/support,,2014-08-04T15:47:36.125001+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234909,,Brendan,True
889,3,2014-08-04T15:47:36.072225+00:00,568,POINT (-73.8422850000000039 40.7191079999999985),0,234908,previous-suggestion,Forest Hills,9/14/2011 0:00:00,,,,,2014-08-04T15:47:36.075380+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234908,,,True
