FID,ck_rating_,created_datetime,dataset,geometry,hide,id,location_type,neighborho,posted_dat,reason,submission_sets.support.length,submission_sets.support.url,submitter,updated_datetime,url,user_avata,user_name,visible
6151,1,2014-08-04T15:53:04.896402+00:00,568,POINT (-73.9242969999999957 40.7433949999999996),0,240118,previous-suggestion,Sunnyside,4/23/2012 0:00:00,,3,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240118/support,,2014-08-04T15:53:04.899033+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240118,,Randy,True
6150,1,2014-08-04T15:53:04.820087+00:00,568,POINT (-73.9362699999999933 40.7445659999999990),0,240117,previous-suggestion,Sunnyside,4/23/2012 0:00:00,,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240117/support,,2014-08-04T15:53:04.828154+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240117,,,True
6149,1,2014-08-04T15:53:04.783093+00:00,568,POINT (-73.9522019999999998 40.7813689999999980),0,240116,previous-suggestion,Upper East Side,4/23/2012 0:00:00,I live here,,,,2014-08-04T15:53:04.786044+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240116,,Mark,True
6147,0,2014-08-04T15:53:04.736115+00:00,568,POINT (-73.9570200000000000 40.7624459999999971),0,240115,previous-suggestion,Upper East Side,,Near many hospitals,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240115/support,,2014-08-04T15:53:04.739857+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240115,,Kate,True
6146,0,2014-08-04T15:53:04.646783+00:00,568,POINT (-73.9797329999999960 40.7839930000000024),0,240114,previous-suggestion,Upper West Side,,In general,2,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240114/support,,2014-08-04T15:53:04.649601+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240114,,,True
6145,0,2014-08-04T15:53:04.621032+00:00,568,POINT (-73.9390810000000016 40.7491739999999965),0,240113,previous-suggestion,Long Island City,,This would be a great location for a station because it is home to two sizable organization headquarters,2,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240113/support,,2014-08-04T15:53:04.624877+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240113,,Linda,True
6144,1,2014-08-04T15:53:04.587059+00:00,568,POINT (-73.9789279999999962 40.7916609999999977),0,240112,previous-suggestion,Upper West Side,4/23/2012 0:00:00,I want a bike station here because it's near my house.,,,,2014-08-04T15:53:04.590022+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240112,,Laura,True
6143,1,2014-08-04T15:53:04.556499+00:00,568,POINT (-73.9787989999999951 40.7830179999999984),0,240111,previous-suggestion,Upper West Side,4/23/2012 0:00:00,There is public space west side Amsterdam between 78/79 close to bike route,2,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240111/support,,2014-08-04T15:53:04.560502+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240111,,,True
6142,1,2014-08-04T15:53:04.477441+00:00,568,POINT (-73.9375679999999988 40.8526269999999982),0,240110,previous-suggestion,Washington Heights,4/23/2012 0:00:00,Near the A train at Manhattan's highest point. It's all downhill from here!,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240110/support,,2014-08-04T15:53:04.479934+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240110,,Tony,True
6141,1,2014-08-04T15:53:04.430435+00:00,568,POINT (-73.8358910000000037 40.7191350000000014),0,240109,previous-suggestion,Forest Hills,4/23/2012 0:00:00,I live there. And we need more bike infrastructure in forest hills.,,,,2014-08-04T15:53:04.435904+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240109,,Patrick McCandless,True
6140,2,2014-08-04T15:53:04.398349+00:00,568,POINT (-73.9382439999999974 40.8043639999999996),0,240108,previous-suggestion,Harlem,4/23/2012 0:00:00,Easy access to Metro North 125th street station.,,,,2014-08-04T15:53:04.402352+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240108,,Lisa M,True
6139,0,2014-08-04T15:53:04.361376+00:00,568,POINT (-73.9729200000000020 40.7846430000000026),0,240107,previous-suggestion,Upper West Side,,Quite selfishly because I live on the block! Please,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240107/support,,2014-08-04T15:53:04.365162+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240107,,Dee,True
6138,1,2014-08-04T15:53:04.308421+00:00,568,POINT (-73.7507470000000040 40.7819629999999975),0,240106,previous-suggestion,Little Neck,4/23/2012 0:00:00,no one else suggested one in douglaston,2,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240106/support,,2014-08-04T15:53:04.310850+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240106,,SAM T,True
6135,1,2014-08-04T15:53:04.203043+00:00,568,POINT (-73.9547960000000018 40.8051120000000012),0,240105,previous-suggestion,Harlem,4/23/2012 0:00:00,I'd use it.,2,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240105/support,,2014-08-04T15:53:04.212806+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240105,,David,True
6137,1,2014-08-04T15:53:04.188048+00:00,568,POINT (-73.9589500000000015 40.5852530000000016),0,240104,previous-suggestion,Brighton Beach,4/23/2012 0:00:00,,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240104/support,,2014-08-04T15:53:04.190597+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240104,,John,True
6136,1,2014-08-04T15:53:04.083801+00:00,568,POINT (-73.9582429999999960 40.7843590000000020),0,240103,previous-suggestion,Upper East Side,4/23/2012 0:00:00,It is at an entrance to Central Park.,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240103/support,,2014-08-04T15:53:04.086786+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240103,,,True
6134,1,2014-08-04T15:53:04.012143+00:00,568,POINT (-73.9764169999999979 40.7880960000000030),0,240102,previous-suggestion,Upper West Side,4/23/2012 0:00:00,I live nearby and would bike to work in midtown instead of taking a taxi,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240102/support,,2014-08-04T15:53:04.014577+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240102,,Michael,True
6133,0,2014-08-04T15:53:03.934680+00:00,568,POINT (-73.9597019999999929 40.8085710000000006),0,240101,previous-suggestion,Morningside Heights,,There need to be several stations around Columbia University. There's a lot of interest in bicycling on campus,2,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240101/support,,2014-08-04T15:53:03.937360+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240101,,,True
6130,1,2014-08-04T15:53:03.799513+00:00,568,POINT (-73.9399180000000058 40.8406880000000001),0,240100,previous-suggestion,Washington Heights,4/22/2012 0:00:00,My colleagues and I live and work at Columbia Med Ctr and would all love a bike share station here.,3,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240100/support,,2014-08-04T15:53:03.802450+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240100,,Daniel,True
6131,1,2014-08-04T15:53:03.795134+00:00,568,POINT (-73.9820500000000010 40.7786559999999980),0,240098,previous-suggestion,Upper West Side,4/22/2012 0:00:00,,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240098/support,,2014-08-04T15:53:03.798515+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240098,,Pre,True
6132,1,2014-08-04T15:53:03.790478+00:00,568,POINT (-73.9209919999999983 40.7386479999999978),0,240099,previous-suggestion,Sunnyside,4/23/2012 0:00:00,because I live nearby and will be sure to use it. I,,,,2014-08-04T15:53:03.793567+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240099,,Grace,True
6129,2,2014-08-04T15:53:03.731589+00:00,568,POINT (-73.9744649999999950 40.6563620000000014),0,240097,previous-suggestion,Windsor Terrace,4/22/2012 0:00:00,I want to use it to go to work during weekdays and ride around Prospect Park in the weekends.,,,,2014-08-04T15:53:03.736814+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240097,,,True
6128,0,2014-08-04T15:53:03.568703+00:00,568,POINT (-73.9822960000000052 40.7729199999999992),0,240096,previous-suggestion,Upper West Side,,I would like to ride home from work,6,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240096/support,,2014-08-04T15:53:03.575350+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240096,https://graph.facebook.com/149600097/picture?type=large,Alaina Zulli,True
6127,0,2014-08-04T15:53:03.552654+00:00,568,POINT (-73.9687349999999952 40.6392919999999975),0,240095,previous-suggestion,Prospect Park South,,I live here,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240095/support,,2014-08-04T15:53:03.555995+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240095,https://graph.facebook.com/149600097/picture?type=large,Alaina Zulli,True
6126,1,2014-08-04T15:53:03.527608+00:00,568,POINT (-73.9753659999999940 40.7862349999999978),0,240094,previous-suggestion,Upper West Side,4/22/2012 0:00:00,Central to the mid-80's. Near 86th & 79th & B'way- 2 very crowded 1 train stations. Bike stations there would overcrowd. There's room near the b-ball courts. Less than 1 block from the bike route.,,,,2014-08-04T15:53:03.530635+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240094,https://graph.facebook.com/509641603/picture?type=large,Yosef Goldman,True
6125,0,2014-08-04T15:53:03.491494+00:00,568,POINT (-73.9617829999999969 40.8103649999999973),0,240093,previous-suggestion,Morningside Heights,,Wide Street. Central to many schools incl: Union & Jewish Theol. Seminaries; Teachers College; Columbia Business & Social Work Schools,,,,2014-08-04T15:53:03.495263+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240093,https://graph.facebook.com/509641603/picture?type=large,Yosef Goldman,True
6124,0,2014-08-04T15:53:03.327570+00:00,568,POINT (-74.0399749999999983 40.6992430000000027),0,240091,previous-suggestion,Jersey City,,Give me your tired,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240091/support,,2014-08-04T15:53:03.330388+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240091,,Emma Lazarus,True
6123,1,2014-08-04T15:53:03.325155+00:00,568,POINT (-74.0234090000000009 40.6346070000000026),0,240092,previous-suggestion,Bay Ridge,4/20/2012 0:00:00,,,,,2014-08-04T15:53:03.328207+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240092,,david,True
6122,0,2014-08-04T15:53:03.306840+00:00,568,POINT (-73.9579319999999996 40.6704989999999995),0,240090,previous-suggestion,Crown Heights,,It's a great location - close to BK Museum,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240090/support,,2014-08-04T15:53:03.309402+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240090,,Jyothi,True
6121,1,2014-08-04T15:53:03.211796+00:00,568,POINT (-73.9820069999999959 40.7735130000000012),0,240089,previous-suggestion,Upper West Side,4/20/2012 0:00:00,I live close by,7,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240089/support,,2014-08-04T15:53:03.215190+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240089,,Michael,True
6120,0,2014-08-04T15:53:03.072234+00:00,568,POINT (-73.9558389999999974 40.7876809999999992),0,240088,previous-suggestion,Upper East Side,,It's on my block and I could ride to run errands,5,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240088/support,,2014-08-04T15:53:03.074951+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240088,,Kim L,True
6119,0,2014-08-04T15:53:03.047995+00:00,568,POINT (-73.8698370000000040 40.8565139999999971),0,240087,previous-suggestion,Bronxdale,,I would like a bike share here because it is close to other forms of public transportation,,,,2014-08-04T15:53:03.051904+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240087,,,True
6118,0,2014-08-04T15:53:03.037568+00:00,568,POINT (-73.9561400000000049 40.7627710000000008),0,240086,previous-suggestion,Upper East Side,,Thousands of Cornell,,,,2014-08-04T15:53:03.040688+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240086,,,True
6114,1,2014-08-04T15:53:02.923456+00:00,568,POINT (-73.8440449999999942 40.7191729999999978),0,240085,previous-suggestion,Forest Hills,4/19/2012 0:00:00,,,,,2014-08-04T15:53:02.927903+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240085,,,True
6117,3,2014-08-04T15:53:02.904655+00:00,568,POINT (-73.9565800000000024 40.7461910000000032),0,240084,previous-suggestion,Hunters Point,4/19/2012 0:00:00,I want a bike station here because it's right outside my apartment and I can use it get around.,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240084/support,,2014-08-04T15:53:02.907954+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240084,,Carolina,True
6116,2,2014-08-04T15:53:02.775962+00:00,568,POINT (-73.9707310000000007 40.5861459999999994),0,240083,previous-suggestion,Homecrest,4/19/2012 0:00:00,This is a local shopping center,,,,2014-08-04T15:53:02.779226+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240083,,,True
6115,0,2014-08-04T15:53:02.763224+00:00,568,POINT (-74.0052029999999945 40.6724109999999968),0,240082,previous-suggestion,Red Hook,,This would be a great place for a bike lane. Public transportation is sparse in this area,7,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240082/support,,2014-08-04T15:53:02.767707+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240082,,,True
6113,1,2014-08-04T15:53:02.727208+00:00,568,POINT (-73.8425430000000063 40.7171829999999986),0,240081,previous-suggestion,Forest Hills,4/19/2012 0:00:00,I want to bike with my daughter in our forest hills hood,,,,2014-08-04T15:53:02.737671+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240081,,,True
6111,0,2014-08-04T15:53:02.596835+00:00,568,POINT (-73.8842140000000001 40.7532459999999972),0,240080,previous-suggestion,Jackson Heights,,This is right on the bike path. and convenient to a lot of the area. Also a buss stop is their also. I often bike to work and have bike parking issues in NYC. This would be central,,,,2014-08-04T15:53:02.600021+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240080,,United States,True
6112,0,2014-08-04T15:53:02.590290+00:00,568,POINT (-73.9637359999999973 40.7180940000000007),0,240079,previous-suggestion,Williamsburg,4/19/2012 0:00:00,,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240079/support,,2014-08-04T15:53:02.592923+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240079,,,True
6110,0,2014-08-04T15:53:02.528565+00:00,568,POINT (-74.0113400000000041 40.6748929999999973),0,240078,previous-suggestion,Red Hook,,Red Hook is largely inaccessible going in and coming out. There are 3 major sites I find very important to allow easy access to: Red Hook Community Farm,,,,2014-08-04T15:53:02.533219+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240078,,,True
6109,1,2014-08-04T15:53:02.449137+00:00,568,POINT (-73.8302050000000065 40.7596500000000006),0,240077,previous-suggestion,Flushing,4/19/2012 0:00:00,A bike share at this location will be provide an alternative transportation option during the Roosevelt Avenue bridge construction.,5,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240077/support,,2014-08-04T15:53:02.451997+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240077,,,True
6108,0,2014-08-04T15:53:02.380773+00:00,568,POINT (-73.9495739999999984 40.6802220000000005),0,240076,previous-suggestion,Crown Heights,,Major transit hub with access to the A/C and B44 bus,3,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240076/support,,2014-08-04T15:53:02.383709+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240076,,Wiley,True
6107,0,2014-08-04T15:53:02.323666+00:00,568,POINT (-73.8906510000000054 40.8609930000000006),0,240075,previous-suggestion,Bedford Park,,I'm a Fordham Student and I would love biking to subway and bus stations throughout the Bronx! A bike station would complement the Metro North stp,2,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240075/support,,2014-08-04T15:53:02.326330+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240075,,Stephen Erdman,True
6106,2,2014-08-04T15:53:02.211552+00:00,568,POINT (-73.9406900000000036 40.7119789999999995),0,240074,previous-suggestion,Williamsburg,4/18/2012 0:00:00,,3,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240074/support,,2014-08-04T15:53:02.214157+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240074,,,True
6104,2,2014-08-04T15:53:02.193951+00:00,568,POINT (-73.9558069999999930 40.7761210000000034),0,240073,previous-suggestion,Upper East Side,4/18/2012 0:00:00,It is a great location because there is a lot of space in the sidewalk to install the bikes station.,,,,2014-08-04T15:53:02.197162+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240073,,Alex,True
6105,1,2014-08-04T15:53:02.159968+00:00,568,POINT (-73.9321290000000033 40.8590779999999967),0,240072,previous-suggestion,Washington Heights,4/18/2012 0:00:00,,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240072/support,,2014-08-04T15:53:02.162973+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240072,,Talia,True
6101,0,2014-08-04T15:53:02.059627+00:00,568,POINT (-73.8767140000000069 40.7362170000000035),0,240071,previous-suggestion,Elmhurst,,The Grand Newtown station is close to two shopping centers,2,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240071/support,,2014-08-04T15:53:02.062425+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240071,,Sonny,True
6103,0,2014-08-04T15:53:01.966660+00:00,568,POINT (-73.9695289999999943 40.7854230000000015),0,240070,previous-suggestion,Upper West Side,,I want a bike share here so that I can ride to work each day. Pick up on 86th and CPW,6,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240070/support,,2014-08-04T15:53:01.970392+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240070,,,True
6102,1,2014-08-04T15:53:01.935770+00:00,568,POINT (-73.9497130000000027 40.6818489999999997),0,240069,previous-suggestion,Bedford-Stuyvesant,4/18/2012 0:00:00,I want a bike share here to service my community.,,,,2014-08-04T15:53:01.939126+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240069,,anthony,True
6100,1,2014-08-04T15:53:01.733849+00:00,568,POINT (-73.9269039999999933 40.7722049999999996),0,240068,previous-suggestion,Long Island City,4/17/2012 0:00:00,I love bikes and can't wait for this to start!,,,,2014-08-04T15:53:01.737462+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240068,,Jan,True
6099,1,2014-08-04T15:53:01.705059+00:00,568,POINT (-73.9623409999999950 40.6777810000000031),0,240067,previous-suggestion,Crown Heights,4/17/2012 0:00:00,,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240067/support,,2014-08-04T15:53:01.708236+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240067,,leeann,True
6098,1,2014-08-04T15:53:01.696163+00:00,568,POINT (-73.9761599999999930 40.6727040000000031),0,240066,previous-suggestion,Park Slope,4/17/2012 0:00:00,,,,,2014-08-04T15:53:01.699450+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240066,,leeann,True
6097,1,2014-08-04T15:53:01.622491+00:00,568,POINT (-73.9542090000000059 40.7658419999999992),0,240065,previous-suggestion,Upper East Side,4/17/2012 0:00:00,It's right near the entrance to the greenway,,,,2014-08-04T15:53:01.625256+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240065,,Lily,True
6096,1,2014-08-04T15:53:01.514153+00:00,568,POINT (-73.9548520000000025 40.7223869999999977),0,240064,previous-suggestion,Williamsburg,4/17/2012 0:00:00,It's a hub!,3,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240064/support,,2014-08-04T15:53:01.517008+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240064,,scandalla,True
6095,2,2014-08-04T15:53:01.451412+00:00,568,POINT (-73.9632100000000037 40.6756650000000022),0,240063,previous-suggestion,Prospect Heights,4/17/2012 0:00:00,,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240063/support,,2014-08-04T15:53:01.454135+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240063,,Bex,True
6094,1,2014-08-04T15:53:01.437756+00:00,568,POINT (-73.9471280000000064 40.7151020000000017),0,240062,previous-suggestion,Williamsburg,4/17/2012 0:00:00,,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240062/support,,2014-08-04T15:53:01.440110+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240062,,Adam Giambrone,True
6093,1,2014-08-04T15:53:01.392785+00:00,568,POINT (-74.0327220000000068 40.6136499999999998),0,240061,previous-suggestion,Fort Hamilton,4/17/2012 0:00:00,,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240061/support,,2014-08-04T15:53:01.397285+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240061,,,True
6092,1,2014-08-04T15:53:01.354588+00:00,568,POINT (-73.9951499999999953 40.6875769999999974),0,240060,previous-suggestion,Cobble Hill,4/16/2012 0:00:00,I live right here - and my roommate has a bike but I don't!,,,,2014-08-04T15:53:01.358325+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/240060,,Jen,True
