FID,ck_rating_,created_datetime,dataset,geometry,hide,id,location_type,neighborho,posted_dat,reason,submission_sets.support.length,submission_sets.support.url,submitter,updated_datetime,url,user_avata,user_name,visible
4843,9,2014-08-04T15:51:47.148841+00:00,568,POINT (-73.9796570000000031 40.6607899999999987),0,238818,previous-suggestion,Windsor Terrace,11/17/2011 0:00:00,I want a bike share station here because it is a major entrance to the park and people could also use the bike to cycle in the park. The proximity of plenty of bike lanes makes this a logical location for a bike share station.,,,,2014-08-04T15:51:47.151815+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/238818,,,True
4844,3,2014-08-04T15:51:47.146224+00:00,568,POINT (-73.9380079999999964 40.8516770000000022),0,238817,previous-suggestion,Washington Heights,11/17/2011 0:00:00,I live here and would use the bike station often.,,,,2014-08-04T15:51:47.148856+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/238817,,,True
4842,0,2014-08-04T15:51:47.066314+00:00,568,POINT (-73.9597880000000032 40.7281120000000030),0,238816,previous-suggestion,Williamsburg,,I want bike share here because LIC is just such a beautiful new and growing neighborhood with lots of amazing park space and waterfront ways as well as small shops,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/238816/support,,2014-08-04T15:51:47.069770+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/238816,,Ronny,True
4841,1,2014-08-04T15:51:47.035706+00:00,568,POINT (-73.9610749999999939 40.8066219999999973),0,238815,previous-suggestion,Morningside Heights,11/17/2011 0:00:00,I work here!,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/238815/support,,2014-08-04T15:51:47.038776+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/238815,,Sara Miller,True
4839,0,2014-08-04T15:51:46.955094+00:00,568,POINT (-73.9527920000000023 40.8075800000000015),0,238814,previous-suggestion,Harlem,11/17/2011 0:00:00,It is near my home. I would use it to do errands and go to work.,,,,2014-08-04T15:51:46.958075+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/238814,,Sara Miller,True
4840,1,2014-08-04T15:51:46.949952+00:00,568,POINT (-73.8083019999999976 40.7060540000000017),0,238813,previous-suggestion,Briarwood,11/17/2011 0:00:00,,,,,2014-08-04T15:51:46.952887+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/238813,,,True
4838,2,2014-08-04T15:51:46.909474+00:00,568,POINT (-73.9404760000000039 40.7508729999999986),0,238812,previous-suggestion,Long Island City,11/17/2011 0:00:00,,2,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/238812/support,,2014-08-04T15:51:46.912140+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/238812,,,True
4837,0,2014-08-04T15:51:46.851845+00:00,568,POINT (-73.9701299999999975 40.6739409999999992),0,238811,previous-suggestion,Prospect Heights,,Commuting from the north of the park to the south of Prospect Park is hard,5,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/238811/support,,2014-08-04T15:51:46.854266+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/238811,,Diana Pangestu,True
4835,0,2014-08-04T15:51:46.743851+00:00,568,POINT (-73.9818029999999993 40.7787450000000007),0,238810,previous-suggestion,Upper West Side,,It is in a very busy part of the Upper West Side,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/238810/support,,2014-08-04T15:51:46.751051+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/238810,,,True
4836,0,2014-08-04T15:51:46.745651+00:00,568,POINT (-73.9412480000000016 40.8474250000000012),0,238809,previous-suggestion,Washington Heights,,in front of the Bus Terminal by the GW Bridge. It is a great location because there are many bike riders in the area and this is central spot close to the 175th St. A train,,,,2014-08-04T15:51:46.748428+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/238809,,,True
