FID,ck_rating_,created_datetime,dataset,geometry,hide,id,location_type,neighborho,posted_dat,reason,submission_sets.support.length,submission_sets.support.url,submitter,updated_datetime,url,user_avata,user_name,visible
5849,1,2014-08-04T15:52:46.045937+00:00,568,POINT (-73.8839130000000068 40.7870149999999967),0,239818,previous-suggestion,Rikers Island,3/21/2012 0:00:00,easier commute,,,,2014-08-04T15:52:46.052770+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239818,,,True
5848,0,2014-08-04T15:52:46.018786+00:00,568,POINT (-73.8375429999999966 40.7078309999999988),0,239817,previous-suggestion,Forest Hills,,Forest Park Easy Access to LIRR,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239817/support,,2014-08-04T15:52:46.022353+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239817,,,True
5847,1,2014-08-04T15:52:45.964075+00:00,568,POINT (-73.9739710000000059 40.6381769999999989),0,239816,previous-suggestion,Kensington,3/21/2012 0:00:00,,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239816/support,,2014-08-04T15:52:45.966738+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239816,,Jeff,True
5846,1,2014-08-04T15:52:45.892482+00:00,568,POINT (-74.0005570000000006 40.6474079999999987),0,239815,previous-suggestion,Windsor Terrace,3/21/2012 0:00:00,,4,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239815/support,,2014-08-04T15:52:45.895018+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239815,,,True
5845,1,2014-08-04T15:52:45.889547+00:00,568,POINT (-73.9029029999999949 40.7455569999999980),0,239814,previous-suggestion,Woodside,3/21/2012 0:00:00,,,,,2014-08-04T15:52:45.892159+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239814,,,True
5844,1,2014-08-04T15:52:45.862953+00:00,568,POINT (-73.9074310000000025 40.7224519999999970),0,239813,previous-suggestion,Maspeth,3/21/2012 0:00:00,,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239813/support,,2014-08-04T15:52:45.865524+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239813,,,True
5843,2,2014-08-04T15:52:45.815773+00:00,568,POINT (-73.9541660000000007 40.7657939999999996),0,239812,previous-suggestion,Upper East Side,3/21/2012 0:00:00,large high rises on this block housing NY Presbyterian hospital employees (lots of residents and nurses) who are a good candidates to be bike share users. also there is a ramp to the FDR bike path on 71st. and there is not great subway access thisfar ea,2,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239812/support,,2014-08-04T15:52:45.818181+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239812,,josh,True
5841,0,2014-08-04T15:52:45.743597+00:00,568,POINT (-73.9477069999999941 40.6800110000000004),0,239811,previous-suggestion,Crown Heights,,Many suggest a station near the Nostrand Ave. A,2,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239811/support,,2014-08-04T15:52:45.745980+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239811,,,True
5840,2,2014-08-04T15:52:45.730354+00:00,568,POINT (-73.9569120000000026 40.7774209999999968),0,239810,previous-suggestion,Upper East Side,3/20/2012 0:00:00,I live near here,2,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239810/support,,2014-08-04T15:52:45.734490+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239810,,Dan G,True
5839,1,2014-08-04T15:52:45.680719+00:00,568,POINT (-73.9412269999999978 40.7983380000000011),0,239809,previous-suggestion,East Harlem,3/20/2012 0:00:00,This is very close to my job.,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239809/support,,2014-08-04T15:52:45.684645+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239809,,,True
5838,1,2014-08-04T15:52:45.649979+00:00,568,POINT (-73.9515260000000012 40.7230220000000003),0,239808,previous-suggestion,Williamsburg,3/20/2012 0:00:00,This is near my house and is a high traffic and convienient location.,2,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239808/support,,2014-08-04T15:52:45.654054+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239808,,,True
5837,2,2014-08-04T15:52:45.574032+00:00,568,POINT (-73.9462259999999958 40.7144180000000020),0,239807,previous-suggestion,Williamsburg,3/20/2012 0:00:00,it's near the Graham Ave subway station,4,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239807/support,,2014-08-04T15:52:45.576722+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239807,,Eric,True
5836,1,2014-08-04T15:52:45.562773+00:00,568,POINT (-73.9539939999999945 40.7743899999999968),0,239806,previous-suggestion,Upper East Side,3/20/2012 0:00:00,,,,,2014-08-04T15:52:45.565661+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239806,,LeighAnn,True
5835,1,2014-08-04T15:52:45.398556+00:00,568,POINT (-73.9463980000000021 40.7771359999999987),0,239805,previous-suggestion,Upper East Side,3/20/2012 0:00:00,,,,,2014-08-04T15:52:45.401323+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239805,,LeighAnn,True
5833,2,2014-08-04T15:52:45.387513+00:00,568,POINT (-73.9511830000000003 40.7858450000000019),0,239804,previous-suggestion,Upper East Side,3/20/2012 0:00:00,I want a bike station here because I live nearby.,2,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239804/support,,2014-08-04T15:52:45.390124+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239804,,LeighAnn,True
