FID,ck_rating_,created_datetime,dataset,geometry,hide,id,location_type,neighborho,posted_dat,reason,submission_sets.support.length,submission_sets.support.url,submitter,updated_datetime,url,user_avata,user_name,visible
5448,2,2014-08-04T15:52:23.934468+00:00,568,POINT (-73.9209919999999983 40.7426800000000000),0,239418,previous-suggestion,Sunnyside,2/10/2012 0:00:00,,2,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239418/support,,2014-08-04T15:52:23.937144+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239418,,Mark Lilakos,True
5446,2,2014-08-04T15:52:23.919721+00:00,568,POINT (-73.9248330000000067 40.7619749999999996),0,239417,previous-suggestion,Long Island City,2/10/2012 0:00:00,Busy stop with many homes and businesses nearby.,,,,2014-08-04T15:52:23.923845+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239417,,Jack,True
5447,1,2014-08-04T15:52:23.909472+00:00,568,POINT (-73.9520629999999954 40.7183539999999979),0,239416,previous-suggestion,Williamsburg,2/10/2012 0:00:00,I want a bike share here because it's hard to get around Astoria and I would love to be able to bike around and instead of taking my car.,,,,2014-08-04T15:52:23.912797+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239416,,Lindsay,True
5445,2,2014-08-04T15:52:23.882457+00:00,568,POINT (-73.9125810000000030 40.7442569999999975),0,239415,previous-suggestion,Sunnyside,2/10/2012 0:00:00,Sunnyside would be a great place to have a bike station. My family would definitely use it and there are a lot of families in the area.,2,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239415/support,,2014-08-04T15:52:23.885009+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239415,,Sunnyside Citizen,True
5444,2,2014-08-04T15:52:23.732368+00:00,568,POINT (-73.8298180000000031 40.7591630000000009),0,239414,previous-suggestion,Flushing,2/10/2012 0:00:00,,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239414/support,,2014-08-04T15:52:23.737925+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239414,,Michael,True
5443,0,2014-08-04T15:52:23.718229+00:00,568,POINT (-73.9245970000000057 40.7430049999999966),0,239413,previous-suggestion,Sunnyside,,It's right near the train and accessible to many Sunnysiders. It will be an easy way to get to both Astoria and Greenpoint,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239413/support,,2014-08-04T15:52:23.722580+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239413,,Anna,True
5439,2,2014-08-04T15:52:23.585353+00:00,568,POINT (-73.9170649999999938 40.7613470000000007),0,239412,previous-suggestion,Long Island City,2/10/2012 0:00:00,Steinway street is a major avenue and has lots of foot traffic.,2,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239412/support,,2014-08-04T15:52:23.589351+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239412,http://a3.twimg.com/sticky/default_profile_images/default_profile_0_normal.png,Karen Philip,True
5442,1,2014-08-04T15:52:23.570546+00:00,568,POINT (-73.9399389999999954 40.7508079999999993),0,239411,previous-suggestion,Long Island City,2/10/2012 0:00:00,I can ride a bicycle to work in Manhattan,3,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239411/support,,2014-08-04T15:52:23.575770+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239411,,John,True
5441,1,2014-08-04T15:52:23.566210+00:00,568,POINT (-73.9394669999999934 40.7479140000000015),0,239410,previous-suggestion,Hunters Point,2/10/2012 0:00:00,,,,,2014-08-04T15:52:23.568934+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239410,,Sunnyside mom,True
5440,1,2014-08-04T15:52:23.488322+00:00,568,POINT (-73.9462259999999958 40.7497029999999967),0,239409,previous-suggestion,Hunters Point,2/10/2012 0:00:00,My children and I would love to explore NYC via bike!,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239409/support,,2014-08-04T15:52:23.490869+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239409,,Sunnyside mom,True
5438,0,2014-08-04T15:52:23.412016+00:00,568,POINT (-73.9254549999999995 40.7448910000000026),0,239408,previous-suggestion,Sunnyside,,There is a bike lane here - and plenty of bikers around. There are lovely places to bike to from here (Astoria,,,,2014-08-04T15:52:23.414633+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239408,,United States,True
5437,1,2014-08-04T15:52:23.372775+00:00,568,POINT (-73.9436280000000039 40.7499680000000026),0,239407,previous-suggestion,Hunters Point,2/9/2012 0:00:00,,,,,2014-08-04T15:52:23.377697+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239407,,C,True
5436,1,2014-08-04T15:52:23.322185+00:00,568,POINT (-73.9239100000000064 40.7446959999999976),0,239406,previous-suggestion,Sunnyside,2/9/2012 0:00:00,,,,,2014-08-04T15:52:23.324560+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239406,,,True
5435,2,2014-08-04T15:52:23.278349+00:00,568,POINT (-73.9270000000000067 40.7441760000000031),0,239405,previous-suggestion,Sunnyside,2/9/2012 0:00:00,,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239405/support,,2014-08-04T15:52:23.282250+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239405,,,True
5434,6,2014-08-04T15:52:23.268379+00:00,568,POINT (-73.9246830000000017 40.7440459999999973),0,239404,previous-suggestion,Sunnyside,2/9/2012 0:00:00,,2,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239404/support,,2014-08-04T15:52:23.270780+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239404,,,True
5433,3,2014-08-04T15:52:23.141250+00:00,568,POINT (-73.9215070000000054 40.7442399999999978),0,239403,previous-suggestion,Sunnyside,2/9/2012 0:00:00,I live in this neighborhood,,,,2014-08-04T15:52:23.147336+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239403,,,True
5432,4,2014-08-04T15:52:23.129027+00:00,568,POINT (-73.9232240000000047 40.7434599999999989),0,239402,previous-suggestion,Sunnyside,2/9/2012 0:00:00,I live here,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239402/support,,2014-08-04T15:52:23.132315+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239402,,,True
5431,0,2014-08-04T15:52:23.065150+00:00,568,POINT (-73.9231809999999996 40.7439480000000032),0,239401,previous-suggestion,Sunnyside,,There are five people in our family and we can;t afford a good bike for every person,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239401/support,,2014-08-04T15:52:23.067950+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239401,,Jen,True
5430,1,2014-08-04T15:52:23.025625+00:00,568,POINT (-73.9478679999999997 40.7459229999999977),0,239400,previous-suggestion,Hunters Point,2/9/2012 0:00:00,,,,,2014-08-04T15:52:23.028913+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239400,,SH,True
5429,1,2014-08-04T15:52:22.969940+00:00,568,POINT (-73.9588860000000068 40.6756659999999997),0,239399,previous-suggestion,Crown Heights,2/9/2012 0:00:00,Getting around Brooklyn by bike is much easier and faster than by bus or train.,2,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239399/support,,2014-08-04T15:52:22.972622+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239399,,Maria,True
5428,2,2014-08-04T15:52:22.909538+00:00,568,POINT (-73.9232449999999943 40.7398510000000016),0,239398,previous-suggestion,Sunnyside,2/9/2012 0:00:00,It is near my home and a great community!,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239398/support,,2014-08-04T15:52:22.918409+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239398,,,True
5427,3,2014-08-04T15:52:22.854854+00:00,568,POINT (-73.9169150000000030 40.7485969999999966),0,239397,previous-suggestion,Sunnyside,2/9/2012 0:00:00,i'd ride it to work,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239397/support,,2014-08-04T15:52:22.863262+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239397,,,True
5426,1,2014-08-04T15:52:22.795322+00:00,568,POINT (-73.9216679999999968 40.7564700000000002),0,239396,previous-suggestion,Long Island City,2/9/2012 0:00:00,,,,,2014-08-04T15:52:22.798216+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239396,,CJ Cremeans,True
5425,3,2014-08-04T15:52:22.655654+00:00,568,POINT (-73.9298000000000002 40.7572660000000013),0,239395,previous-suggestion,Long Island City,2/9/2012 0:00:00,,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239395/support,,2014-08-04T15:52:22.659295+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239395,,CJ Cremeans,True
5423,3,2014-08-04T15:52:22.635303+00:00,568,POINT (-73.9037509999999997 40.7458549999999988),0,239394,previous-suggestion,Woodside,2/9/2012 0:00:00,,,,,2014-08-04T15:52:22.637797+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239394,,CJ Cremeans,True
5424,1,2014-08-04T15:52:22.632812+00:00,568,POINT (-73.9530390000000040 40.7429289999999966),0,239393,previous-suggestion,Hunters Point,2/9/2012 0:00:00,,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239393/support,,2014-08-04T15:52:22.635173+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239393,,CJ Cremeans,True
5422,1,2014-08-04T15:52:22.562272+00:00,568,POINT (-73.9144479999999930 40.7634860000000003),0,239392,previous-suggestion,Long Island City,2/9/2012 0:00:00,,2,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239392/support,,2014-08-04T15:52:22.569424+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239392,,AA,True
5420,2,2014-08-04T15:52:22.471173+00:00,568,POINT (-73.9940339999999992 40.6813289999999981),0,239391,previous-suggestion,Boerum Hill,2/9/2012 0:00:00,It would be useful to those commuting to and from the Smith St. subway station.,5,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239391/support,,2014-08-04T15:52:22.473906+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239391,,Susan,True
5421,1,2014-08-04T15:52:22.456243+00:00,568,POINT (-73.8681629999999956 40.5673900000000032),0,239390,previous-suggestion,Belle Harbor,2/9/2012 0:00:00,,,,,2014-08-04T15:52:22.458731+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239390,,,True
5419,1,2014-08-04T15:52:22.399575+00:00,568,POINT (-73.9578989999999976 40.7442399999999978),0,239389,previous-suggestion,Hunters Point,2/9/2012 0:00:00,Would be wonderful to ride in the park and continue on across the Pulaski Bridge to Brooklyn.,,,,2014-08-04T15:52:22.403263+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239389,,NCox,True
5418,0,2014-08-04T15:52:22.338112+00:00,568,POINT (-73.9235460000000018 40.7560420000000008),0,239388,previous-suggestion,Long Island City,,easier,,,,2014-08-04T15:52:22.340852+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/239388,,,True
