FID,ck_rating_,created_datetime,dataset,geometry,hide,id,location_type,neighborho,posted_dat,reason,submission_sets.support.length,submission_sets.support.url,submitter,updated_datetime,url,user_avata,user_name,visible
996,4,2014-08-04T15:47:41.646707+00:00,568,POINT (-73.9826189999999997 40.7714209999999966),0,235017,previous-suggestion,Upper West Side,9/16/2011 0:00:00,I live at 63rd and Central Park West,4,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/235017/support,,2014-08-04T15:47:41.649295+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/235017,,,True
997,10,2014-08-04T15:47:41.640787+00:00,568,POINT (-73.9723189999999988 40.7817349999999976),0,235016,previous-suggestion,Upper West Side,9/16/2011 0:00:00,,8,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/235016/support,,2014-08-04T15:47:41.643149+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/235016,http://graph.facebook.com/846535160/picture?type=large,Sarah Milestone,True
998,4,2014-08-04T15:47:41.640329+00:00,568,POINT (-73.8129529999999932 40.7554239999999979),0,235015,previous-suggestion,Flushing,9/16/2011 0:00:00,,,,,2014-08-04T15:47:41.642682+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/235015,,David Daddio,True
995,8,2014-08-04T15:47:41.593249+00:00,568,POINT (-73.9508610000000033 40.8206690000000023),0,235014,previous-suggestion,Manhattan,9/16/2011 0:00:00,Because I go to school at City College of New York and I have to go straight to work from there.,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/235014/support,,2014-08-04T15:47:41.595927+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/235014,,Arlene,True
994,0,2014-08-04T15:47:41.498737+00:00,568,POINT (-74.1632489999999933 40.6160780000000017),0,235013,previous-suggestion,Graniteville,,The very north end of the proposed Freshkills bicycle path,,,,2014-08-04T15:47:41.501146+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/235013,,Paul,True
991,2,2014-08-04T15:47:41.473838+00:00,568,POINT (-74.0284520000000015 40.6217449999999971),0,235012,previous-suggestion,Bay Ridge,9/16/2011 0:00:00,,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/235012/support,,2014-08-04T15:47:41.476338+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/235012,,,True
993,2,2014-08-04T15:47:41.446477+00:00,568,POINT (-73.9721689999999938 40.6513649999999984),0,235011,previous-suggestion,Prospect Park South,9/16/2011 0:00:00,it would be great to have a bike to ride through the park,3,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/235011/support,,2014-08-04T15:47:41.448857+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/235011,,,True
992,10,2014-08-04T15:47:41.430681+00:00,568,POINT (-73.9388019999999955 40.8051600000000008),0,235010,previous-suggestion,Harlem,9/16/2011 0:00:00,I commute from the West Side to the Metro North stop,,,,2014-08-04T15:47:41.432911+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/235010,,Katia,True
990,7,2014-08-04T15:47:41.315420+00:00,568,POINT (-73.8447529999999972 40.6801829999999995),0,235009,previous-suggestion,Woodhaven,9/14/2011 0:00:00,Major Bus and Train hub to the rockaway beach area,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/235009/support,,2014-08-04T15:47:41.318614+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/235009,http://graph.facebook.com/678012703/picture?type=large,David Gonzalez,True
989,4,2014-08-04T15:47:41.273289+00:00,568,POINT (-73.9872320000000059 40.6075579999999974),0,235008,previous-suggestion,Bensonhurst,9/16/2011 0:00:00,,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/235008/support,,2014-08-04T15:47:41.275880+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/235008,,Jenny,True
988,0,2014-08-04T15:47:41.221399+00:00,568,POINT (-73.9332229999999981 40.7046149999999969),0,235007,previous-suggestion,Bushwick,,The Morgan Avenue Stop on the L train is a very busy one. There's a lot going on around here,,,,2014-08-04T15:47:41.226069+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/235007,,Josie,True
987,5,2014-08-04T15:47:41.193778+00:00,568,POINT (-73.9475139999999982 40.6593599999999995),0,235006,previous-suggestion,Prospect Lefferts Gardens,9/14/2011 0:00:00,We should make sure all the city is covered.,,,,2014-08-04T15:47:41.196833+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/235006,,Sergio,True
986,5,2014-08-04T15:47:41.135743+00:00,568,POINT (-73.9663539999999955 40.7896140000000003),0,235005,previous-suggestion,Upper West Side,9/14/2011 0:00:00,Entrance to the bridal path is here,5,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/235005/support,,2014-08-04T15:47:41.139513+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/235005,,,True
