FID,ck_rating_,created_datetime,dataset,geometry,hide,id,location_type,neighborho,posted_dat,reason,submission_sets.comments.length,submission_sets.comments.url,submission_sets.support.length,submission_sets.support.url,submitter,updated_datetime,url,user_avata,user_name,visible
3105,2,2014-08-04T15:49:53.022736+00:00,568,POINT (-73.8948570000000018 40.8410950000000028),0,237118,previous-suggestion,East Tremont,9/19/2011 0:00:00,theres a greenway in the park...makes sense!,,,,,,2014-08-04T15:49:53.027004+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/237118,,,True
3104,3,2014-08-04T15:49:52.864189+00:00,568,POINT (-73.8729699999999951 40.8186899999999966),0,237117,previous-suggestion,Soundview,9/19/2011 0:00:00,more bikes!,,,,,,2014-08-04T15:49:52.867986+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/237117,,,True
3102,7,2014-08-04T15:49:52.828015+00:00,568,POINT (-73.9309910000000059 40.6988679999999974),0,237116,previous-suggestion,Bushwick,9/19/2011 0:00:00,There are a lot of homes here and it's further from train stations than most of the rest of Northern Brooklyn neighborhoods.,,,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/237116/support,,2014-08-04T15:49:52.832281+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/237116,,,True
3103,5,2014-08-04T15:49:52.813745+00:00,568,POINT (-73.9338450000000051 40.6982169999999996),0,237115,previous-suggestion,Bedford-Stuyvesant,9/19/2011 0:00:00,There's a lot of space here in the triangle between streets.,,,3,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/237115/support,,2014-08-04T15:49:52.817377+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/237115,,,True
3099,3,2014-08-04T15:49:52.745972+00:00,568,POINT (-73.9744000000000028 40.6746890000000008),0,237114,previous-suggestion,Park Slope,9/19/2011 0:00:00,,,,,,,2014-08-04T15:49:52.753105+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/237114,,ps,True
3100,4,2014-08-04T15:49:52.597577+00:00,568,POINT (-73.9741429999999980 40.6764470000000031),0,237113,previous-suggestion,Prospect Heights,9/19/2011 0:00:00,,,,2,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/237113/support,,2014-08-04T15:49:52.611866+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/237113,,parkslope,True
3101,3,2014-08-04T15:49:52.591192+00:00,568,POINT (-73.9779840000000064 40.6754219999999975),0,237112,previous-suggestion,Park Slope,9/19/2011 0:00:00,,,,3,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/237112/support,,2014-08-04T15:49:52.593909+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/237112,,bk,True
3098,2,2014-08-04T15:49:52.358811+00:00,568,POINT (-73.9878060000000062 40.6596339999999969),0,237111,previous-suggestion,Windsor Terrace,9/19/2011 0:00:00,,,,2,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/237111/support,,2014-08-04T15:49:52.361484+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/237111,,,True
3097,2,2014-08-04T15:49:52.335379+00:00,568,POINT (-73.9944420000000065 40.6809390000000022),0,237110,previous-suggestion,Boerum Hill,9/19/2011 0:00:00,,,,,,,2014-08-04T15:49:52.338149+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/237110,,chuck,True
3095,0,2014-08-04T15:49:52.312068+00:00,568,POINT (-73.9564830000000057 40.6256539999999973),0,237109,previous-suggestion,Midwood,,Nearby bike stations are far. Lots of foot traffic in location,,,,,,2014-08-04T15:49:52.314561+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/237109,,,True
