FID,ck_rating_,created_datetime,dataset,geometry,hide,id,location_type,neighborho,posted_dat,reason,submission_sets.support.length,submission_sets.support.url,submitter,updated_datetime,url,user_avata,user_name,visible
4944,1,2014-08-04T15:51:54.515721+00:00,568,POINT (-73.9436510000000027 40.8093670000000017),0,238918,previous-suggestion,Harlem,12/5/2011 0:00:00,I live here.,3,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/238918/support,,2014-08-04T15:51:54.518030+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/238918,,skf,True
4943,0,2014-08-04T15:51:54.503675+00:00,568,POINT (-74.0835129999999964 40.6036339999999996),0,238917,previous-suggestion,Concord,,Connection to SIR and NYCT Bus,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/238917/support,,2014-08-04T15:51:54.506411+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/238917,http://a2.twimg.com/profile_images/1149145513/image_normal.jpg,Patrick B. Jordan,True
4942,0,2014-08-04T15:51:54.466392+00:00,568,POINT (-73.9587680000000063 40.7830909999999989),0,238916,previous-suggestion,Upper East Side,,obvious because of the Guggenheim museum,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/238916/support,,2014-08-04T15:51:54.469541+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/238916,,gnarlybone,True
4941,1,2014-08-04T15:51:54.350086+00:00,568,POINT (-73.8172869999999932 40.7653350000000003),0,238915,previous-suggestion,Murray Hill,12/4/2011 0:00:00,Northern Blvd needs a bike share!,,,,2014-08-04T15:51:54.352803+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/238915,,Keira,True
4939,0,2014-08-04T15:51:54.338644+00:00,568,POINT (-73.7934479999999979 40.7870149999999967),0,238913,previous-suggestion,Clearview,,This is a BEAUTIFUL existing bike path area,,,,2014-08-04T15:51:54.342439+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/238913,,Keira,True
4940,0,2014-08-04T15:51:54.339395+00:00,568,POINT (-73.8174379999999957 40.7760279999999966),0,238914,previous-suggestion,Murray Hill,,This is a huge park where tons of students from Flushing HS and JHS 194,,,,2014-08-04T15:51:54.341939+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/238914,,Keira,True
4938,0,2014-08-04T15:51:54.251831+00:00,568,POINT (-73.8096270000000061 40.7870970000000028),0,238912,previous-suggestion,Beechhurst,,A bike share in Whitestone Shopping Center would GREATLY improve access in the Whitestone area as a whole,,,,2014-08-04T15:51:54.254237+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/238912,,Keira,True
4935,0,2014-08-04T15:51:54.190814+00:00,568,POINT (-73.7933840000000032 40.7768119999999996),0,238911,previous-suggestion,Clearview,,Whitestone isnt adequately served by public transportation - very far from everything. Utopia Parkway already even has bike paths! &would create connectivity to Bayterrace Shopping Center,,,,2014-08-04T15:51:54.193223+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/238911,,Keira,True
4937,1,2014-08-04T15:51:54.187586+00:00,568,POINT (-73.8233309999999960 40.7960929999999991),0,238910,previous-suggestion,Whitestone,12/4/2011 0:00:00,This is a beautiful park with literally ZERO access via public transportation. It's impossible to get here without a car. A bike share would encourage more people to come out here and provide access to reach public transportation.,,,,2014-08-04T15:51:54.189962+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/238910,,Keira,True
4936,0,2014-08-04T15:51:54.157364+00:00,568,POINT (-73.8004219999999975 40.7772140000000007),0,238909,previous-suggestion,Clearview,,Francis Lewis Blvd is a long block with many restaurants,,,,2014-08-04T15:51:54.159746+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/238909,,Keira,True
4934,2,2014-08-04T15:51:54.101943+00:00,568,POINT (-73.9328370000000064 40.8556049999999971),0,238908,previous-suggestion,Washington Heights,12/4/2011 0:00:00,This odd little park would be a good place for a bike station for the neighborhood.,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/238908/support,,2014-08-04T15:51:54.104392+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/238908,,,True
4933,2,2014-08-04T15:51:54.012331+00:00,568,POINT (-73.9299620000000033 40.8584290000000010),0,238907,previous-suggestion,Washington Heights,12/4/2011 0:00:00,At the intersection of Bogardus & Hillside is an empty lot that could make a great bike station for the neighborhood.,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/238907/support,,2014-08-04T15:51:54.015064+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/238907,,,True
4932,2,2014-08-04T15:51:53.981920+00:00,568,POINT (-73.9350259999999935 40.8589810000000000),0,238906,previous-suggestion,Washington Heights,12/4/2011 0:00:00,Inside the 190th St A subway station - there is lots of room for a bike station.,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/238906/support,,2014-08-04T15:51:53.986970+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/238906,,,True
4931,0,2014-08-04T15:51:53.943015+00:00,568,POINT (-73.8603959999999944 40.7231680000000011),0,238905,previous-suggestion,Forest Hills,,This station is close to my house,2,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/238905/support,,2014-08-04T15:51:53.953089+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/238905,,Laura,True
4930,1,2014-08-04T15:51:53.849940+00:00,568,POINT (-73.9793140000000022 40.7698889999999992),0,238904,previous-suggestion,Upper West Side,12/4/2011 0:00:00,Close to the U!,,,,2014-08-04T15:51:53.859957+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/238904,,Steve Holt,True
