FID,ck_rating_,created_datetime,dataset,geometry,hide,id,location_type,neighborho,posted_dat,reason,submission_sets.support.length,submission_sets.support.url,submitter,updated_datetime,url,user_avata,user_name,visible
1495,0,2014-08-04T15:48:11.487807+00:00,568,POINT (-73.8400110000000041 40.7192539999999994),0,235517,previous-suggestion,Forest Hills,,Close to Express Subways & LIRR,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/235517/support,,2014-08-04T15:48:11.490754+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/235517,,FattyArbucke,True
1498,5,2014-08-04T15:48:11.459175+00:00,568,POINT (-73.9693369999999959 40.7851360000000014),0,235516,previous-suggestion,Upper West Side,9/15/2011 0:00:00,,4,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/235516/support,,2014-08-04T15:48:11.461691+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/235516,,lauren portada,True
1497,8,2014-08-04T15:48:11.434706+00:00,568,POINT (-73.9275800000000061 40.7697100000000034),0,235515,previous-suggestion,Long Island City,9/15/2011 0:00:00,It's a main intersection with a bus stop and far enough from shopping areas and subway where a bike would be appreciated. Close to Astoria Park for a leisurely ride.,3,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/235515/support,,2014-08-04T15:48:11.437065+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/235515,,Chris,True
1496,7,2014-08-04T15:48:11.322609+00:00,568,POINT (-73.9592939999999999 40.7185059999999979),0,235514,previous-suggestion,Williamsburg,9/15/2011 0:00:00,,6,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/235514/support,,2014-08-04T15:48:11.325424+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/235514,,lauren portada,True
1494,0,2014-08-04T15:48:11.284533+00:00,568,POINT (-73.9845710000000025 40.6630359999999982),0,235513,previous-suggestion,Park Slope,,It's near the park,,,,2014-08-04T15:48:11.287508+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/235513,,Will,True
1492,2,2014-08-04T15:48:11.156710+00:00,568,POINT (-74.0130029999999977 40.6782690000000002),0,235512,previous-suggestion,Red Hook,9/16/2011 0:00:00,Red Hook is great to ride around! Lots of folks love to come visit us in nice weather. It's also home to only one very slow bus - those of us who live there would love a way to get to work on two (reliable) wheels!,,,,2014-08-04T15:48:11.159369+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/235512,,Beth,True
1493,6,2014-08-04T15:48:11.150841+00:00,568,POINT (-73.9470850000000013 40.8109260000000020),0,235511,previous-suggestion,Harlem,9/15/2011 0:00:00,lemWe need bkeshare stsions in Harlem,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/235511/support,,2014-08-04T15:48:11.153294+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/235511,,ABG,True
1491,14,2014-08-04T15:48:11.105284+00:00,568,POINT (-73.9587149999999980 40.8216269999999994),0,235510,previous-suggestion,Manhattanville,9/15/2011 0:00:00,Because the newly built West Harlem Piers park is becoming a popular destination for people from the community and from afar. it would benefit greatly from a bike share site. Plus the fact that Columbia university is building their Manhattanville campus,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/235510/support,,2014-08-04T15:48:11.107952+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/235510,,,True
1490,6,2014-08-04T15:48:11.058296+00:00,568,POINT (-73.9993659999999949 40.6800920000000019),0,235509,previous-suggestion,Red Hook,9/15/2011 0:00:00,People that live in this neighborhood can easily commute to Manhattan on a bike. A location near the bike lane on Clinton Street would be ideal.,3,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/235509/support,,2014-08-04T15:48:11.060939+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/235509,,Jeff,True
1489,4,2014-08-04T15:48:10.956924+00:00,568,POINT (-73.9494020000000063 40.7725539999999995),0,235508,previous-suggestion,Upper East Side,9/16/2011 0:00:00,Great access to the paths along the East River; station on York also gives good general neighborhood access for errands/using bike for transportation.,2,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/235508/support,,2014-08-04T15:48:10.960808+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/235508,,,True
