FID,ck_rating_,created_datetime,dataset,geometry,hide,id,location_type,neighborho,posted_dat,reason,submission_sets.support.length,submission_sets.support.url,submitter,updated_datetime,url,user_avata,user_name,visible
4438,3,2014-08-04T15:51:24.119679+00:00,568,POINT (-73.9027959999999950 40.8891109999999998),0,238418,previous-suggestion,Kingsbridge,10/27/2011 0:00:00,Manhattan College is here with a large student population and they would love to have bikes right by campus.,,,,2014-08-04T15:51:24.130447+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/238418,,Alison Vidler,True
4437,2,2014-08-04T15:51:24.052513+00:00,568,POINT (-73.9617190000000022 40.6667309999999986),0,238417,previous-suggestion,Prospect Lefferts Gardens,10/31/2011 0:00:00,outside the Brooklyn Botanic Garden,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/238417/support,,2014-08-04T15:51:24.069014+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/238417,,Frank,True
4434,5,2014-08-04T15:51:23.945764+00:00,568,POINT (-73.9053600000000017 40.8872450000000001),0,238416,previous-suggestion,Kingsbridge,10/27/2011 0:00:00,I live in this area and would love a bike share.,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/238416/support,,2014-08-04T15:51:23.951408+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/238416,,Krystal Contrac,True
4435,5,2014-08-04T15:51:23.937389+00:00,568,POINT (-73.9046089999999936 40.8870829999999970),0,238415,previous-suggestion,Kingsbridge,10/27/2011 0:00:00,I live right by here in a manhattan college dorm and would love to use the bike share.,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/238415/support,,2014-08-04T15:51:23.947608+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/238415,,John Mclog,True
4436,1,2014-08-04T15:51:23.933569+00:00,568,POINT (-73.9594979999999964 40.7691739999999996),0,238414,previous-suggestion,Upper East Side,10/27/2011 0:00:00,I would like a bike share here because I live close by and would like to bike to central park and work.,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/238414/support,,2014-08-04T15:51:23.937140+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/238414,,Andrea Stephanie,True
4430,5,2014-08-04T15:51:23.749574+00:00,568,POINT (-73.9717179999999956 40.7944880000000012),0,238413,previous-suggestion,Upper West Side,10/18/2011 0:00:00,I live here,4,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/238413/support,,2014-08-04T15:51:23.758112+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/238413,,,True
4432,0,2014-08-04T15:51:23.752527+00:00,568,POINT (-73.9576739999999972 40.6743639999999971),0,238412,previous-suggestion,Crown Heights,,It's close to the subway-- they canceled the bus that ran down Franklin and Classon,7,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/238412/support,,2014-08-04T15:51:23.755238+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/238412,,,True
4433,3,2014-08-04T15:51:23.743102+00:00,568,POINT (-73.8530140000000017 40.8252159999999975),0,238411,previous-suggestion,Union Port,10/27/2011 0:00:00,,,,,2014-08-04T15:51:23.746050+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/238411,,,True
4431,3,2014-08-04T15:51:23.730458+00:00,568,POINT (-73.9712250000000040 40.7973799999999969),0,238410,previous-suggestion,Upper West Side,10/18/2011 0:00:00,I live near here and I can bike to work downtown.,,,,2014-08-04T15:51:23.733332+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/238410,,,True
4429,3,2014-08-04T15:51:23.558754+00:00,568,POINT (-73.9584140000000048 40.7343550000000008),0,238409,previous-suggestion,Greenpoint,10/18/2011 0:00:00,I live in Greenpoint and would love a bike share here. It'd be perfect way to get around and also helpful for people when it comes to using the East River Ferry.,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/238409/support,,2014-08-04T15:51:23.561150+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/238409,,,True
4427,5,2014-08-04T15:51:23.537589+00:00,568,POINT (-73.9589830000000035 40.7638430000000014),0,238408,previous-suggestion,Upper East Side,10/18/2011 0:00:00,Easy access from where I love,4,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/238408/support,,2014-08-04T15:51:23.540062+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/238408,,Revu,True
4428,1,2014-08-04T15:51:23.533511+00:00,568,POINT (-73.9597880000000032 40.8033900000000003),0,238407,previous-suggestion,Upper West Side,10/18/2011 0:00:00,this is where I live among loads of professors and students who are on their bicycles a lot because we feel in favor of a green environment and a greener city. There are also lots of families who don't want to clutter the city with more cars. thanks!!!!,,,,2014-08-04T15:51:23.536344+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/238407,,,True
4426,5,2014-08-04T15:51:23.491206+00:00,568,POINT (-73.9635640000000052 40.7186469999999971),0,238406,previous-suggestion,Williamsburg,10/18/2011 0:00:00,This is a highly trafficked location and the bikes would allow people to explore the Williamsburg waterfront.,,,,2014-08-04T15:51:23.494230+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/238406,http://graph.facebook.com/929548/picture?type=large,Jason Green,True
4425,4,2014-08-04T15:51:23.386984+00:00,568,POINT (-73.9502049999999969 40.6693730000000002),0,238405,previous-suggestion,Crown Heights,10/15/2011 0:00:00,I live here and I want to bike everyday into the city,3,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/238405/support,,2014-08-04T15:51:23.389760+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/238405,,Brian I,True
4422,7,2014-08-04T15:51:23.331253+00:00,568,POINT (-73.9447239999999937 40.8239170000000016),0,238404,previous-suggestion,Hamilton Heights,10/15/2011 0:00:00,I want a bike share here because it's a transit hub near one of Harlem's commercial centers and better bike paths.,4,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/238404/support,,2014-08-04T15:51:23.338548+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/238404,,Nate,True
4423,1,2014-08-04T15:51:23.318808+00:00,568,POINT (-73.9734990000000039 40.6556950000000015),0,238403,previous-suggestion,Windsor Terrace,10/15/2011 0:00:00,,,,,2014-08-04T15:51:23.321164+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/238403,,,True
4424,0,2014-08-04T15:51:23.311120+00:00,568,POINT (-73.9366129999999941 40.8505409999999998),0,238402,previous-suggestion,Washington Heights,,I'd love to be able to bike along the greenway on the weekend--exercise,,,,2014-08-04T15:51:23.314257+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/238402,,J.O.,True
4421,4,2014-08-04T15:51:23.211754+00:00,568,POINT (-73.9583180000000056 40.8216439999999992),0,238401,previous-suggestion,Manhattanville,10/15/2011 0:00:00,I want a bike share here because it will help my neighbors in Harlem (a neighborhood with weak bike infrastructure) make use of the Greenway.,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/238401/support,,2014-08-04T15:51:23.214818+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/238401,,Nate,True
4420,4,2014-08-04T15:51:23.165363+00:00,568,POINT (-73.9428149999999960 40.8404450000000026),0,238400,previous-suggestion,Washington Heights,10/15/2011 0:00:00,I want a bike share here because it's a great neighborhood to explore by bike--and because it will give Columbia Presbyterian patients a great new exercise option.,,,,2014-08-04T15:51:23.168173+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/238400,,Nate,True
4418,4,2014-08-04T15:51:23.111660+00:00,568,POINT (-73.9513759999999962 40.6261750000000035),0,238399,previous-suggestion,Midwood,10/15/2011 0:00:00,It's next to brooklyn college and a bike bath.,,,,2014-08-04T15:51:23.114590+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/238399,,,True
4419,3,2014-08-04T15:51:23.106880+00:00,568,POINT (-73.9508610000000033 40.8208320000000029),0,238398,previous-suggestion,Manhattan,10/15/2011 0:00:00,I want a bike share here because it's near City College and has easy access to the Greenway.,2,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/238398/support,,2014-08-04T15:51:23.112737+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/238398,,,True
4417,1,2014-08-04T15:51:23.045894+00:00,568,POINT (-73.9323219999999992 40.8580719999999999),0,238397,previous-suggestion,Washington Heights,10/15/2011 0:00:00,I live here!,,,,2014-08-04T15:51:23.048812+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/238397,,,True
4416,0,2014-08-04T15:51:23.013485+00:00,568,POINT (-73.9535429999999963 40.8213840000000019),0,238396,previous-suggestion,Manhattan,,I live near here,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/238396/support,,2014-08-04T15:51:23.015978+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/238396,,,True
4415,1,2014-08-04T15:51:22.937945+00:00,568,POINT (-73.8940410000000014 40.6561340000000015),0,238395,previous-suggestion,East New York,10/14/2011 0:00:00,because it is near my house and my friend house,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/238395/support,,2014-08-04T15:51:22.940482+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/238395,,Robert,True
4413,1,2014-08-04T15:51:22.894907+00:00,568,POINT (-73.8206780000000009 40.8894209999999987),0,238394,previous-suggestion,Eastchester,10/14/2011 0:00:00,It's right next to the Pelham Manor Fairway with plenty of shoppers.,,,,2014-08-04T15:51:22.897572+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/238394,,,True
4414,1,2014-08-04T15:51:22.879264+00:00,568,POINT (-73.9893619999999999 40.6885880000000029),0,238393,previous-suggestion,Boerum Hill,10/14/2011 0:00:00,,3,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/238393/support,,2014-08-04T15:51:22.882102+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/238393,,,True
4412,1,2014-08-04T15:51:22.827501+00:00,568,POINT (-74.0084540000000004 40.6468059999999980),0,238392,previous-suggestion,New York,10/14/2011 0:00:00,It's near where I live!,2,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/238392/support,,2014-08-04T15:51:22.832696+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/238392,,Keight,True
4410,2,2014-08-04T15:51:22.769697+00:00,568,POINT (-73.9304340000000053 40.7204359999999994),0,238391,previous-suggestion,Williamsburg,10/15/2011 0:00:00,,,,,2014-08-04T15:51:22.772044+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/238391,,,True
