FID,ck_rating_,created_datetime,dataset,geometry,hide,id,location_type,neighborho,posted_dat,reason,submission_sets.support.length,submission_sets.support.url,submitter,updated_datetime,url,user_avata,user_name,visible
1898,4,2014-08-04T15:48:34.335082+00:00,568,POINT (-73.9628560000000022 40.6341719999999995),0,235917,previous-suggestion,South Midwood,9/15/2011 0:00:00,Because apparently people in sunset park ride bicycles...the bay ridge pier and bicycle pathway to coney island is close by,4,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/235917/support,,2014-08-04T15:48:34.338181+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/235917,,matthew,True
1897,0,2014-08-04T15:48:34.317875+00:00,568,POINT (-73.8953929999999986 40.7714489999999969),0,235916,previous-suggestion,Astoria,,This area is very poorly served by mass transit,,,,2014-08-04T15:48:34.320454+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/235916,,,True
1896,17,2014-08-04T15:48:34.221496+00:00,568,POINT (-73.9106919999999974 40.7759009999999975),0,235915,previous-suggestion,Steinway,9/15/2011 0:00:00,So N train commuters can bike to and from the station that are fanned out in 10 blocks in each direction -- especially Upper Ditmars area which is poorly served by mass transit.,11,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/235915/support,,2014-08-04T15:48:34.224654+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/235915,,,True
1895,4,2014-08-04T15:48:34.172373+00:00,568,POINT (-73.9846030000000070 40.6385030000000000),0,235914,previous-suggestion,Borough Park,9/16/2011 0:00:00,Big School,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/235914/support,,2014-08-04T15:48:34.175255+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/235914,http://a1.twimg.com/profile_images/555125508/Bear-mini_normal.bmp,Shaybod,True
1894,8,2014-08-04T15:48:34.167470+00:00,568,POINT (-73.9183309999999949 40.7805809999999980),0,235913,previous-suggestion,Steinway,9/15/2011 0:00:00,People can bike around the park and to the N station 10 blocks away.,3,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/235913/support,,2014-08-04T15:48:34.170334+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/235913,,,True
1893,0,2014-08-04T15:48:34.150445+00:00,568,POINT (-73.9170220000000029 40.7702469999999977),0,235912,previous-suggestion,Long Island City,,It's a central hub of various transportation in Astoria. With the M60 bus from LGA/Harlem,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/235912/support,,2014-08-04T15:48:34.153307+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/235912,,,True
1892,4,2014-08-04T15:48:34.064051+00:00,568,POINT (-73.9508610000000033 40.7985820000000032),0,235911,previous-suggestion,East Harlem,9/15/2011 0:00:00,it is an economical and healthy way to move around the city. We need more options uptown!,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/235911/support,,2014-08-04T15:48:34.066373+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/235911,http://a2.twimg.com/profile_images/120270562/dm2_normal.JPG,Danielle Harrington,True
1891,8,2014-08-04T15:48:34.004349+00:00,568,POINT (-74.0765820000000019 40.6425569999999965),0,235910,previous-suggestion,St. George,9/15/2011 0:00:00,It would get tourists and visitors to walk a short while in my neighborhood before hopping on a bike and riding along the water front. We need folks to be in the neighborhood....not just zipping by!,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/235910/support,,2014-08-04T15:48:34.007978+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/235910,,LORIE,True
1890,8,2014-08-04T15:48:33.943469+00:00,568,POINT (-73.9644009999999952 40.6410589999999985),0,235909,previous-suggestion,Prospect Park South,9/15/2011 0:00:00,I live near this station.,2,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/235909/support,,2014-08-04T15:48:33.945846+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/235909,,Larry Garland,True
1888,4,2014-08-04T15:48:33.815931+00:00,568,POINT (-73.9661179999999945 40.8046459999999982),0,235908,previous-suggestion,Morningside Heights,9/15/2011 0:00:00,I can pick up a bike at home and drop it other locations in the city.,4,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/235908/support,,2014-08-04T15:48:33.843284+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/235908,,Lynsi,True
