FID,ck_rating_,created_datetime,dataset,geometry,hide,id,location_type,neighborho,posted_dat,reason,submission_sets.support.length,submission_sets.support.url,submitter,updated_datetime,url,user_avata,user_name,visible
697,19,2014-08-04T15:47:26.344428+00:00,568,POINT (-73.9812450000000013 40.6667139999999989),0,234717,previous-suggestion,Park Slope,9/14/2011 0:00:00,pick up from park or f train,10,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234717/support,,2014-08-04T15:47:26.346644+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234717,,RW,True
695,6,2014-08-04T15:47:26.292448+00:00,568,POINT (-73.7831429999999955 40.7768640000000033),0,234716,previous-suggestion,Bay Terrace,9/14/2011 0:00:00,This far out in Queens public transportation is such a hassle. The roads over here would be nice to bike on too.,,,,2014-08-04T15:47:26.295457+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234716,,,True
696,11,2014-08-04T15:47:26.287881+00:00,568,POINT (-73.9518699999999995 40.7926039999999972),0,234715,previous-suggestion,East Harlem,9/14/2011 0:00:00,it is at the top of the pack and right where all of the great museums begin! start here and work your way downtown.,6,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234715/support,,2014-08-04T15:47:26.290254+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234715,,Leanna,True
694,8,2014-08-04T15:47:26.255490+00:00,568,POINT (-73.9279120000000063 40.8659910000000011),0,234714,previous-suggestion,Inwood,9/14/2011 0:00:00,,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234714/support,,2014-08-04T15:47:26.258182+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234714,,,True
693,17,2014-08-04T15:47:26.207497+00:00,568,POINT (-73.8299690000000055 40.7590330000000023),0,234713,previous-suggestion,Flushing,9/14/2011 0:00:00,,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234713/support,,2014-08-04T15:47:26.209651+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234713,,,True
692,13,2014-08-04T15:47:26.128251+00:00,568,POINT (-73.9352710000000002 40.7448460000000026),0,234712,previous-suggestion,Sunnyside,9/14/2011 0:00:00,This is an NYPL staffed building and we'd love to have more bike-friendly things in the neighborhood,6,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234712/support,,2014-08-04T15:47:26.130798+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234712,,S,True
691,6,2014-08-04T15:47:26.118438+00:00,568,POINT (-73.9515049999999974 40.7684119999999979),0,234711,previous-suggestion,Upper East Side,9/14/2011 0:00:00,,,,,2014-08-04T15:47:26.120861+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234711,,,True
690,0,2014-08-04T15:47:26.068336+00:00,568,POINT (-73.9190179999999941 40.8807929999999971),0,234710,previous-suggestion,Riverdale,,You can take a bike from this station right across the Henry Hudson Bridge to Manhattan,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234710/support,,2014-08-04T15:47:26.070651+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234710,,Anthony,True
689,13,2014-08-04T15:47:26.055567+00:00,568,POINT (-73.9509900000000044 40.7609670000000008),0,234709,previous-suggestion,Roosevelt Island,9/14/2011 0:00:00,it was not very convenient to head to either queens or manhattan from roosevelt island. and the parking is highly limited there. it is really in need to set a station there.,,,,2014-08-04T15:47:26.058885+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234709,,yi lu,True
688,0,2014-08-04T15:47:25.969602+00:00,568,POINT (-73.9352829999999983 40.7959609999999984),0,234708,previous-suggestion,East Harlem,,Once East Harlem gets protected bike lanes,,,,2014-08-04T15:47:25.971994+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234708,,Noah,True
687,3,2014-08-04T15:47:25.947597+00:00,568,POINT (-74.0344609999999932 40.6095630000000014),0,234707,previous-suggestion,Fort Hamilton,9/14/2011 0:00:00,,,,,2014-08-04T15:47:25.950745+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234707,,,True
686,10,2014-08-04T15:47:25.882636+00:00,568,POINT (-73.9546809999999937 40.8052089999999978),0,234706,previous-suggestion,Harlem,9/14/2011 0:00:00,,,,,2014-08-04T15:47:25.885302+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234706,,Suzanne,True
684,14,2014-08-04T15:47:25.877171+00:00,568,POINT (-73.9512469999999951 40.7232660000000024),0,234705,previous-suggestion,Williamsburg,9/14/2011 0:00:00,,,,,2014-08-04T15:47:25.881346+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234705,,Suzanne,True
685,0,2014-08-04T15:47:25.822775+00:00,568,POINT (-73.9626839999999959 40.8131339999999980),0,234704,previous-suggestion,Morningside Heights,,Grant's Tomb was once the biggest tourist site in the country,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234704/support,,2014-08-04T15:47:25.825532+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234704,,Noah,True
683,24,2014-08-04T15:47:25.781662+00:00,568,POINT (-73.9493379999999974 40.7766159999999971),0,234703,previous-suggestion,Upper East Side,9/14/2011 0:00:00,i live near this area and it is near an express bus stop,5,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234703/support,,2014-08-04T15:47:25.784414+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234703,,,True
682,0,2014-08-04T15:47:25.690042+00:00,568,POINT (-73.9753230000000030 40.7872419999999991),0,234702,previous-suggestion,Upper West Side,,While you're at it,,,,2014-08-04T15:47:25.693573+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234702,,Noah,True
681,3,2014-08-04T15:47:25.670895+00:00,568,POINT (-73.9171300000000002 40.7684580000000025),0,234701,previous-suggestion,Long Island City,9/14/2011 0:00:00,I live here,,,,2014-08-04T15:47:25.675060+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234701,,,True
680,17,2014-08-04T15:47:25.614634+00:00,568,POINT (-73.9549379999999985 40.7648519999999976),0,234700,previous-suggestion,Upper East Side,9/14/2011 0:00:00,Many hospital employees live on the Upper West Side. Others take the 6 train to 68th Street/Hunter College. Many could benefit from a bike share here.,,,,2014-08-04T15:47:25.624834+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234700,,Stephen,True
677,6,2014-08-04T15:47:25.535542+00:00,568,POINT (-73.9505609999999933 40.6696439999999981),0,234699,previous-suggestion,Crown Heights,9/14/2011 0:00:00,I live near here,4,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234699/support,,2014-08-04T15:47:25.538101+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234699,,Lindsay,True
679,8,2014-08-04T15:47:25.509473+00:00,568,POINT (-73.9189319999999981 40.8630700000000004),0,234698,previous-suggestion,Inwood,9/14/2011 0:00:00,it is the major retail intersection cross between upper manhattan and the bronx.,,,,2014-08-04T15:47:25.511921+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/234698,,oz,True
