FID,ck_rating_,created_datetime,dataset,geometry,hide,id,location_type,neighborho,posted_dat,reason,submission_sets.support.length,submission_sets.support.url,submitter,updated_datetime,url,user_avata,user_name,visible
3307,2,2014-08-04T15:50:07.507670+00:00,568,POINT (-73.9472240000000056 40.6849750000000014),0,237318,previous-suggestion,Bedford-Stuyvesant,9/20/2011 0:00:00,,,,,2014-08-04T15:50:07.510769+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/237318,,Rosie K,True
3304,5,2014-08-04T15:50:07.479706+00:00,568,POINT (-73.9544130000000024 40.7573920000000030),0,237316,previous-suggestion,Upper East Side,9/20/2011 0:00:00,I live nearby and would love to bike around the island and get around more easily to local shops in Long Island City and Astoria.,4,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/237316/support,,2014-08-04T15:50:07.483655+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/237316,,Penni Bunyaviroch,True
3305,0,2014-08-04T15:50:07.479367+00:00,568,POINT (-73.9401759999999939 40.7651919999999990),0,237317,previous-suggestion,Ravenswood,,It is convenient to Long Island City and Astoria with great gallery,,,,2014-08-04T15:50:07.481805+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/237317,,Steven Hitt,True
3306,1,2014-08-04T15:50:07.475075+00:00,568,POINT (-73.9833689999999962 40.7759179999999972),0,237315,previous-suggestion,Upper West Side,9/20/2011 0:00:00,,5,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/237315/support,,2014-08-04T15:50:07.477851+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/237315,,,True
3303,4,2014-08-04T15:50:07.303022+00:00,568,POINT (-73.9693359999999984 40.6753399999999985),0,237314,previous-suggestion,Prospect Heights,9/20/2011 0:00:00,A bike share on Vanderbilt somewhat away from Grand Army Plaza could be a very useful connection between Prospect Heights and neighborhoods further north such as Fort Greene and Williamsburg. It is currently difficult to travel between these neighborhoo,4,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/237314/support,,2014-08-04T15:50:07.305424+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/237314,,,True
3301,3,2014-08-04T15:50:07.235436+00:00,568,POINT (-73.9645940000000053 40.6411239999999978),0,237313,previous-suggestion,Prospect Park South,9/20/2011 0:00:00,I want to be able to use the bike to go to nearby Prospect Park with my family. Will there be bikes that have child seats as well? Please!,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/237313/support,,2014-08-04T15:50:07.257230+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/237313,,Kelly Agnew-Barajas,True
3302,0,2014-08-04T15:50:07.238397+00:00,568,POINT (-73.9680919999999986 40.6732089999999999),0,237312,previous-suggestion,Prospect Heights,,This location is just across from the Brooklyn Public Library,3,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/237312/support,,2014-08-04T15:50:07.243673+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/237312,,,True
3300,2,2014-08-04T15:50:07.196349+00:00,568,POINT (-73.9270000000000067 40.8231370000000027),0,237311,previous-suggestion,Concourse,9/20/2011 0:00:00,My neighborhood needs opportunities like this to create a sense of pride and also encourage exercise. Gigi loizzo,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/237311/support,,2014-08-04T15:50:07.199850+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/237311,,,True
3299,0,2014-08-04T15:50:07.054969+00:00,568,POINT (-73.8440559999999948 40.6854299999999967),0,237310,previous-suggestion,Woodhaven,,near bus,,,,2014-08-04T15:50:07.057892+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/237310,,,True
3298,0,2014-08-04T15:50:07.013138+00:00,568,POINT (-73.8408050000000031 40.6869769999999988),0,237308,previous-suggestion,Woodhaven,,close to subways,,,,2014-08-04T15:50:07.015613+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/237308,,,True
3297,4,2014-08-04T15:50:07.011974+00:00,568,POINT (-73.9520469999999932 40.7588300000000032),0,237309,previous-suggestion,Roosevelt Island,9/20/2011 0:00:00,I live near this location,,,,2014-08-04T15:50:07.014855+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/237309,,Marzia Pisoni,True
3296,0,2014-08-04T15:50:06.914677+00:00,568,POINT (-73.8651059999999973 40.8630380000000031),0,237307,previous-suggestion,Bronxdale,,is needed for better Business,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/237307/support,,2014-08-04T15:50:06.920156+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/237307,,Freddy Dilone,True
3293,0,2014-08-04T15:50:06.761560+00:00,568,POINT (-73.9534359999999964 40.7580250000000035),0,237306,previous-suggestion,Roosevelt Island,,Roosevelt Island is a great place to ride. Very little traffic,2,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/237306/support,,2014-08-04T15:50:06.768185+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/237306,,Jonathan,True
3294,3,2014-08-04T15:50:06.710306+00:00,568,POINT (-73.9534040000000061 40.7577009999999973),0,237305,previous-suggestion,Upper East Side,9/20/2011 0:00:00,,,,,2014-08-04T15:50:06.716509+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/237305,,,True
3295,4,2014-08-04T15:50:06.705883+00:00,568,POINT (-73.9538979999999952 40.7570830000000015),0,237304,previous-suggestion,Upper East Side,9/20/2011 0:00:00,RI has beautiful views of Manhattan. It is a lovely place to visit and ride a bike as such the bike station makes a lot of sense her.,2,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/237304/support,,2014-08-04T15:50:06.708849+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/237304,,,True
3292,5,2014-08-04T15:50:06.605377+00:00,568,POINT (-73.9519609999999972 40.7591639999999984),0,237303,previous-suggestion,Roosevelt Island,9/20/2011 0:00:00,,,,,2014-08-04T15:50:06.649402+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/237303,,,True
3289,1,2014-08-04T15:50:06.456816+00:00,568,POINT (-73.9534040000000061 40.7577009999999973),0,237302,previous-suggestion,Upper East Side,9/20/2011 0:00:00,I live near this station,,,,2014-08-04T15:50:06.480044+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/237302,,,True
3291,3,2014-08-04T15:50:06.441157+00:00,568,POINT (-73.9524279999999976 40.7586599999999990),0,237300,previous-suggestion,Roosevelt Island,9/20/2011 0:00:00,,,,,2014-08-04T15:50:06.443903+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/237300,,,True
3290,40,2014-08-04T15:50:06.405818+00:00,568,POINT (-73.9438020000000051 40.7684520000000035),0,237301,previous-suggestion,Upper East Side,9/20/2011 0:00:00,I live here and ride to the subway and tram stations often.,,,,2014-08-04T15:50:06.417704+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/237301,,Bill Long,True
3288,12,2014-08-04T15:50:06.302082+00:00,568,POINT (-73.9596700000000027 40.8011320000000026),0,237299,previous-suggestion,Upper West Side,9/20/2011 0:00:00,i live in neighborhood,7,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/237299/support,,2014-08-04T15:50:06.310029+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/237299,,Captanz,True
3287,40,2014-08-04T15:50:06.142129+00:00,568,POINT (-73.9437269999999955 40.7681510000000031),0,237298,previous-suggestion,Upper East Side,9/20/2011 0:00:00,I have often thought to buy me a bike but they are quite expensive. I would love to bike back and forward from my home at Octagon to the tram or subway station instead of taking the buses at the island. Its much healthier and it will save our environmen,,,,2014-08-04T15:50:06.145567+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/237298,,,True
3285,0,2014-08-04T15:50:06.096745+00:00,568,POINT (-73.9529100000000028 40.7583830000000020),0,237297,previous-suggestion,Roosevelt Island,,Roosevelt Island is a great place to bike! It would be great to share bikes when going from one part of the Island to another,,,,2014-08-04T15:50:06.100694+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/237297,,,True
3280,2,2014-08-04T15:50:06.086081+00:00,568,POINT (-73.9522340000000042 40.7588050000000024),0,237296,previous-suggestion,Roosevelt Island,9/20/2011 0:00:00,I want to share a bike sinceroosevllelt island is a quite place and biking would make sense,,,,2014-08-04T15:50:06.095250+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/237296,,Lorena,True
3286,7,2014-08-04T15:50:06.077379+00:00,568,POINT (-73.9591439999999949 40.8017079999999979),0,237295,previous-suggestion,Upper West Side,9/20/2011 0:00:00,,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/237295/support,,2014-08-04T15:50:06.082088+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/237295,,,True
3284,0,2014-08-04T15:50:05.948172+00:00,568,POINT (-73.9539400000000029 40.7573269999999965),0,237294,previous-suggestion,Upper East Side,,Roosevelt Island has tested the idea of Bike Share,3,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/237294/support,,2014-08-04T15:50:05.952512+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/237294,,Matthew Katz,True
3283,8,2014-08-04T15:50:05.880536+00:00,568,POINT (-73.9547340000000020 40.7574570000000023),0,237293,previous-suggestion,Upper East Side,9/20/2011 0:00:00,I want NYC to be more bicycle friendly place where you do not have to risk your life every time you bike Manhattan (especially 2nd Ave.),4,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/237293/support,,2014-08-04T15:50:05.883421+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/237293,,Anda,True
3282,0,2014-08-04T15:50:05.824715+00:00,568,POINT (-73.9535539999999969 40.7586269999999971),0,237292,previous-suggestion,Roosevelt Island,,This is a beautiful island that has a promenade surrounding it,,,,2014-08-04T15:50:05.828864+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/237292,,Feliciano,True
3281,2,2014-08-04T15:50:05.765787+00:00,568,POINT (-73.9539510000000035 40.7558140000000009),0,237291,previous-suggestion,Upper East Side,9/20/2011 0:00:00,I live on Roosevelt Island and don't have a bike.,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/237291/support,,2014-08-04T15:50:05.768578+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/237291,,,True
3279,2,2014-08-04T15:50:05.678380+00:00,568,POINT (-73.9322039999999987 40.6850230000000010),0,237290,previous-suggestion,Bedford-Stuyvesant,9/20/2011 0:00:00,Very popular historic church here and there is always double-parking on Sundays nearby. A bike would be a much more pleasant way to get to and from church.,2,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/237290/support,,2014-08-04T15:50:05.680590+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/237290,,Rosie K,True
3278,6,2014-08-04T15:50:05.588456+00:00,568,POINT (-73.9476640000000032 40.7635679999999994),0,237289,previous-suggestion,Roosevelt Island,9/20/2011 0:00:00,yeah!,,,,2014-08-04T15:50:05.591465+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/237289,,Joe,True
3277,2,2014-08-04T15:50:05.560031+00:00,568,POINT (-73.9249080000000021 40.6843390000000014),0,237288,previous-suggestion,Bedford-Stuyvesant,9/20/2011 0:00:00,There is a community yoga group who meets here - a bike share station would make it easier to get here and then get home.,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/237288/support,,2014-08-04T15:50:05.583399+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/237288,,Rosie K,True
3276,0,2014-08-04T15:50:05.501654+00:00,568,POINT (-73.9506789999999938 40.7610159999999979),0,237287,previous-suggestion,Roosevelt Island,,This is a central location on Roosevelt Island. We need several locations near transportation hubs,,,,2014-08-04T15:50:05.503963+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/237287,,,True
3275,5,2014-08-04T15:50:05.447516+00:00,568,POINT (-73.9493700000000018 40.7690290000000033),0,237286,previous-suggestion,Upper East Side,9/20/2011 0:00:00,Many people live and work in this area and it is not so close to train stations. John Jay Park is well maintained and visited by thousands of people each year. The location is also convenient to East 79th Street which allows access to the West Side of M,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/237286/support,,2014-08-04T15:50:05.449957+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/237286,,Judith Block,True
3274,0,2014-08-04T15:50:05.343104+00:00,568,POINT (-73.9544130000000024 40.7570180000000022),0,237285,previous-suggestion,Upper East Side,,Roosevelt Island is perfect for bike riding,4,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/237285/support,,2014-08-04T15:50:05.347107+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/237285,,Nancy Gordon,True
3273,1,2014-08-04T15:50:05.341177+00:00,568,POINT (-73.9217749999999967 40.6852179999999990),0,237284,previous-suggestion,Bedford-Stuyvesant,9/20/2011 0:00:00,Bed Stuy Fish Fry - yum!,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/237284/support,,2014-08-04T15:50:05.344245+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/237284,,Rosie K,True
3272,1,2014-08-04T15:50:05.317900+00:00,568,POINT (-73.9427610000000044 40.6921979999999976),0,237283,previous-suggestion,Bedford Stuyvesant,9/20/2011 0:00:00,Connect to the B38 and then ride easily to the G or A/C.,30,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/237283/support,,2014-08-04T15:50:05.324657+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/237283,,Rosie K,True
3271,2,2014-08-04T15:50:05.248192+00:00,568,POINT (-73.9381259999999969 40.6823860000000010),0,237282,previous-suggestion,Bedford-Stuyvesant,9/20/2011 0:00:00,Near Olivino wine shop,2,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/237282/support,,2014-08-04T15:50:05.250924+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/237282,,Rosie K,True
